,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeHB,homeFB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayOE,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayLDT,awayLOLB,awayRDE,awayRDT,awayROLB,homeLDE,homeLDT,homeMLB,homeRB,homeRDE,homeRDT,homeWR,awayLLB,awayRLB,homeDT,homeOLB,homeILB,homeSLB,homeWLB,homeUT,awayBLB,awayUT,awayOLB,awayS,homeLLB,homeRLB,awayHB,homeMIKE,homeSAM,homeWILL,awayJLB,awayLILB,awayRILB,awayH-B,awayCB,awayILB,homeCB,homeDB,awayDE,homeLOT,homeROT,awayLB,homeH-B,homeOE,homeBLB,homeDL,homeS,homeJLB,awayFL,awaySE,awayLOT,awayROT,awaySAM,awayWILL,awayDB,awayTB,homeLB,homeNB,awayMIKE,homeXDB,awayDL
78,October 15,6,2006,87,New Orleans Saints,Philadelphia Eagles,27,24,Sean Payton,Andy Reid,5-1,4-2,dome,fieldturf,Philadelphia Eagles -3.0,47.0 (over),Drew Brees,,,,,Ernie Conwell,Jammal Brown,Jamar Nesbit,Jeff Faine,Jahri Evans,Jon Stinchcomb,,Hollis Thomas,,,,,Mike McKenzie,Fred Thomas,Omar Stoutmire,Josh Bullocks,,Donovan McNabb,Brian Westbrook,,Hank Baskett,L.J. Smith,Tra Thomas,Todd Herremans,Jamaal Jackson,Shawn Andrews,Jon Runyan,Trent Cole,Mike Patterson,,Dhani Jones,Jeremiah Trotter,Matt McCoy,Lito Sheppard,Sheldon Brown,Michael Lewis,Brian Dawkins,20,22,19-99-1,30-98-0,19-32-247-2-1,27-38-275-3-2,3-21,0-0,226,275,325,373,2-1,1-0,2,2,8-67,7-64,3-10,8-16,0-0,0-0,25:57,34:03,,,Darren Howard,,,Charles Grant,,,Deuce McAllister,Will Smith,,Joe Horn,,,Brian Young,,,Scott Fujita,Scott Shanle,,,,,,,,,,,,,,,,,,Jason Craft,,,,,,,,,,,,,,,,,,,,,,,,
79,October 15,6,2006,87,St. Louis Rams,Seattle Seahawks,28,30,Scott Linehan,Mike Holmgren,4-2,4-1,dome,fieldturf,Seattle Seahawks -3.0,45.0 (over),Marc Bulger,,Madison Hedgecock,,,Joe Klopfenstein,Orlando Pace,Todd Steussie,Richie Incognito,Adam Timmerman,Alex Barron,,Jimmy Kennedy,,,,,Travis Fisher,Tye Hill,Corey Chavous,O.J. Atogwe,,Matt Hasselbeck,Maurice Morris,,Deion Branch,Itula Mili,Walter Jones,Chris Spencer,Robbie Tobeck,Chris Gray,Sean Locklear,Bryce Fisher,,,,Lofa Tatupu,,Kelly Herndon,Marcus Trufant,Michael Boulware,Ken Hamlin,20,21,28-125-0,22-59-1,19-34-268-3-0,26-39-360-3-1,4-29,6-51,239,309,364,368,1-1,1-1,1,2,10-65,6-72,9-17,8-15,0-0,0-0,27:55,32:05,Marcus Tubbs,,Grant Wistrom,Rocky Bernard,,Leonard Little,,Will Witherspoon,Steven Jackson,Victor Adeyanju,,Torry Holt,,,,,,Brandon Chillar,Pisa Tinoisamoa,La'Roi Glover,,,LeRoy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,October 15,6,2006,87,Detroit Lions,Buffalo Bills,20,17,Rod Marinelli,Dick Jauron,1-5,2-4,dome,fieldturf,Buffalo Bills -1.0,40.5 (under),Jon Kitna,,Shawn Bryson,,,Devale Ellis,Jeff Backus,Rick DeMulling,Dominic Raiola,Blaine Saipaia,Barry Stokes,,Shaun Rogers,,,,,Fernando Bryant,Dre' Bly,Daniel Bullocks,Terrence Holt,,J.P. Losman,Willis McGahee,Daimon Shelton,Andre' Davis,Robert Royal,Mike Gandy,Tutan Reyes,Melvin Fowler,Chris Villarrial,Jason Peters,Chris Kelsay,,,Kiwaukee Thomas,London Fletcher,Angelo Crowell,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,16,21,21-85-0,27-135-1,21-34-207-2-1,24-36-278-1-1,5-50,3-16,157,262,242,397,2-2,2-0,3,1,2-20,6-40,3-11,3-12,0-0,0-1,28:19,31:41,Larry Tripplett,,Aaron Schobel,Kyle Williams,,Kalimba Edwards,,Boss Bailey,Kevin Jones,James Hall,,Mike Furrey,,,Cory Redding,,,Paris Lenon,Ernie Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,October 15,6,2006,87,Atlanta Falcons,New York Giants,14,27,Jim Mora,Tom Coughlin,3-2,3-2,dome,fieldturf,Atlanta Falcons -3.0,41.5 (under),Michael Vick,,Justin Griffith,,,Alge Crumpler,Wayne Gandy,Matt Lehr,Todd McClure,Kynan Forney,Todd Weiner,,Grady Jackson,,,,,DeAngelo Hall,Jason Webster,Lawyer Milloy,Chris Crocker,,Eli Manning,,,Amani Toomer,Jeremy Shockey,Luke Petitgout,David Diehl,Shaun O'Hara,Chris Snee,Kareem McKenzie,Michael Strahan,Fred Robbins,Barry Cofield,LaVar Arrington,Antonio Pierce,Brandon Short,Corey Webster,Sam Madison,Jason Bell,Will Demps,28,16,38-259-1,26-223-2,17-30-180-2-2,14-27-154-0-1,2-15,7-48,165,106,424,329,1-0,4-1,2,2,5-45,4-40,4-11,6-15,0-0,0-1,34:18,25:42,,,Osi Umenyiora,,,Patrick Kerney,,Keith Brooking,Warrick Dunn,John Abraham,,Michael Jenkins,,,,,,,Demorrio Williams,Roderick Coleman,,,,,,,,,,,,,,,,,,,,,,,,,Michael Boley,,,,,,,,,,,Tiki Barber,,,,,
82,October 15,6,2006,87,Pittsburgh Steelers,Kansas City Chiefs,45,7,Bill Cowher,Herm Edwards,2-3,2-3,outdoors,dessograss,Pittsburgh Steelers -6.5,36.5 (over),Ben Roethlisberger,Willie Parker,,Dan Kreider,Cedrick Wilson,Heath Miller,Marvel Smith,Alan Faneca,Jeff Hartings,Chris Kemoeatu,Max Starks,,Casey Hampton,Clark Haggans,James Farrior,Larry Foote,Arnold Harrison,Ike Taylor,Bryant McFadden,Troy Polamalu,Ryan Clark,,Damon Huard,Larry Johnson,Ronnie Cruz,Samie Parker,Tony Gonzalez,Jordan Black,Brian Waters,Casey Wiegmann,Will Shields,Kevin Sampson,Tamba Hali,,,,Kawika Mitchell,,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,14,23,19-38-1,42-219-3,19-39-185-0-3,17-20-244-2-0,1-10,1-6,175,238,213,457,0-0,4-1,3,1,6-50,5-41,5-14,8-13,0-1,1-1,25:29,34:31,Ron Edwards,Derrick Johnson,Jared Allen,James Reed,Kendrell Bell,Aaron Smith,,,,Brett Keisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,October 15,6,2006,87,San Francisco 49ers,San Diego Chargers,19,48,Mike Nolan,Marty Schottenheimer,2-4,4-1,outdoors,grass,San Diego Chargers -10.0,42.5 (over),Alex Smith,,Moran Norris,,,Eric Johnson,Adam Snyder,Tony Wragge,Eric Heitmann,Justin Smiley,Kwame Harris,,,,Derek Smith,,,Shawntae Spencer,Sammy Davis,Mark Roman,Mike Adams,,Philip Rivers,LaDainian Tomlinson,,Vincent Jackson,Antonio Gates,Marcus McNeill,Kris Dielman,Nick Hardwick,Mike Goff,Shane Olivea,Luis Castillo,Jamal Williams,,,,,Quentin Jammer,Drayton Florence,Terrence Kiel,Marlon McCree,30,15,30-87-4,14-92-0,29-39-334-2-0,20-31-214-2-1,0-0,5-32,334,182,421,274,1-0,2-1,0,2,6-51,9-116,12-15,4-11,0-0,0-1,35:48,24:12,,,Igor Olshansky,,,Bryant Young,,,Frank Gore,Melvin Oliver,,Antonio Bryant,,,Ronald Fields,,,,,,,,Shaun Phillips,,,,,,,,,,,,,Donnie Edwards,,,,,,,,,,,,,,,,,,,,,T.J. Slaughter,B.J. Tucker,,,
84,October 15,6,2006,87,New York Jets,Miami Dolphins,20,17,Eric Mangini,Nick Saban,3-3,1-5,outdoors,fieldturf,New York Jets -2.5,36.5 (over),Chad Pennington,,,,,,D'Brickashaw Ferguson,Pete Kendall,Nick Mangold,Brandon Moore,Anthony Clement,,,,,,,Drew Coleman,Andre Dyson,,,Jason Taylor,Joey Harrington,Ronnie Brown,Darian Barnes,Chris Chambers,Randy McMichael,Damion McIntosh,Jeno James,Rex Hadnot,L.J. Shelton,Vernon Carey,Kevin Carter,Vonnie Holliday,Keith Traylor,,Zach Thomas,,Will Allen,Andre' Goodman,Travares Tillman,Renaldo Hill,24,15,29-129-1,27-103-0,27-43-266-1-2,17-29-175-2-0,0-0,2-6,266,169,395,272,2-1,3-0,3,0,6-61,8-70,8-15,4-13,0-1,0-0,31:44,28:16,,,,,,Shaun Ellis,,Jonathan Vilma,Leon Washington,Bryan Thomas,,Jerricho Cotchery,,,Dewayne Robertson,Victor Hobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerry Rhodes,,,,,,,,Eddie Jackson,,,,,,
85,October 15,6,2006,87,Denver Broncos,Oakland Raiders,13,3,Mike Shanahan,Art Shell,4-1,0-5,outdoors,grass,Denver Broncos -16.0,37.0 (under),Jake Plummer,,,,,Tony Scheffler,Matt Lepsis,Ben Hamilton,Tom Nalen,Cooper Carlisle,George Foster,,,,,,,Champ Bailey,Darrent Williams,Nick Ferguson,John Lynch,,Andrew Walter,LaMont Jordan,Zack Crockett,Alvis Whitted,Courtney Anderson,Robert Gallery,Barry Sims,Jake Grove,Kevin Boothe,Langston Walker,,Warren Sapp,,,Kirk Morrison,,,,Michael Huff,Stuart Schweigert,14,15,30-85-0,31-144-1,13-26-189-0-1,11-18-102-0-0,4-30,2-11,159,91,244,235,2-1,1-1,2,1,13-95,5-39,4-13,5-11,1-2,0-0,31:36,28:24,,,,,,Kenard Lang,Michael Myers,Al Wilson,Tatum Bell,Ebenezer Ekuban,Gerard Warren,Javon Walker,,,,,,D.J. Williams,Ian Gold,,,,Sam Williams,,,,,,,,,,,,Stanford Routt,,,,Derrick Burgess,,,,,,,,,,,,,,,,,,,,,,
86,October 16,6,2006,87,Arizona Cardinals,Chicago Bears,23,24,Dennis Green,Lovie Smith,1-5,6-0,retractable roof (open),grass,Chicago Bears -13.0,40.5 (over),Matt Leinart,,,,,,Leonard Davis,Reggie Wells,Nick Leckey,Chris Liwienski,Oliver Ross,,Gabe Watson,,,,,Antrel Rolle,Eric Green,Adrian Wilson,Robert Griffith,,Rex Grossman,Thomas Jones,Jason McKie,Muhsin Muhammad,Desmond Clark,John Tait,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,Mark Anderson,Tommie Harris,Tank Johnson,Ricky Manning,Brian Urlacher,Lance Briggs,Charles Tillman,Nathan Vasher,Mike Brown,Danieal Manning,9,17,16-38-0,38-66-0,14-37-144-0-4,24-42-232-2-0,2-14,1-12,130,220,168,286,2-2,2-2,6,2,6-50,9-65,4-14,6-20,0-1,0-0,20:17,39:43,,,Alex Brown,,,Chike Okeafor,,Gerald Hayes,Edgerrin James,Bertrand Berry,,Troy Walters,,,,,,,Karlos Dansby,Darnell Dockett,,,,,,,,,,,,,,,,,,Antonio Smith,,,,,,,,,,,,,,,,,,,,,,,
87,October 22,7,2006,87,Kansas City Chiefs,San Diego Chargers,30,27,Herm Edwards,Marty Schottenheimer,3-3,4-2,outdoors,grass,San Diego Chargers -5.5,39.0 (over),Damon Huard,,Kris Wilson,,,Tony Gonzalez,Jordan Black,Brian Waters,Casey Wiegmann,Will Shields,Kevin Sampson,,,Derrick Johnson,,,Kendrell Bell,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,,Philip Rivers,LaDainian Tomlinson,Lorenzo Neal,Keenan McCardell,Antonio Gates,Marcus McNeill,Kris Dielman,Nick Hardwick,Mike Goff,Shane Olivea,Luis Castillo,Jamal Williams,,,,,Quentin Jammer,Drayton Florence,Terrence Kiel,Marlon McCree,22,19,23-97-0,30-134-2,26-44-267-3-1,15-27-232-2-0,4-15,2-11,252,221,349,355,2-2,1-1,3,1,7-60,6-50,6-15,6-13,1-1,0-0,31:02,28:58,,Shawne Merriman,Jacques Cesaire,,Shaun Phillips,Tamba Hali,Ron Edwards,Kawika Mitchell,Larry Johnson,Jared Allen,James Reed,Eddie Kennison,,,,,,,,,,,,,,,,,,,,Randall Godfrey,Donnie Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,October 22,7,2006,87,Miami Dolphins,Green Bay Packers,24,34,Nick Saban,Mike McCarthy,1-6,2-4,outdoors,grass,Miami Dolphins -5.5,40.0 (over),Joey Harrington,,,,,Randy McMichael,Damion McIntosh,Jeno James,Rex Hadnot,L.J. Shelton,Vernon Carey,,Keith Traylor,,,,,Will Allen,Andre' Goodman,Yeremiah Bell,Renaldo Hill,,Brett Favre,Ahman Green,Brandon Miree,Greg Jennings,,Daryn Colledge,Jason Spitz,Scott Wells,Tony Moll,Mark Tauscher,Aaron Kampman,,,,,,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,19,26,29-155-1,17-67-0,19-35-206-2-0,33-62-414-2-3,2-15,4-33,191,381,346,448,2-1,2-0,1,3,9-74,8-70,4-15,7-18,2-2,3-3,27:59,32:01,Corey Williams,,Kabeer Gbaja-Biamila,Ryan Pickett,,Kevin Carter,,Zach Thomas,Ronnie Brown,,,Marty Booker,,,Vonnie Holliday,,,,Channing Crowder,,,,,,,,,,,,,,,,,,,Travares Tillman,,,,,,Jason Taylor,,,,,,,,,Brady Poppinga,A.J. Hawk,,,,,Nick Barnett,,
89,October 22,7,2006,87,Buffalo Bills,New England Patriots,6,28,Dick Jauron,Bill Belichick,2-5,5-1,outdoors,astroplay,New England Patriots -5.5,37.0 (under),J.P. Losman,,,,,Robert Royal,Mike Gandy,Aaron Merz,Melvin Fowler,Chris Villarrial,Jason Peters,,,,,,,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,,Tom Brady,Corey Dillon,Heath Evans,Troy Brown,Ben Watson,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Ryan O'Callaghan,Ty Warren,,Vince Wilfork,,,,Chad Scott,Asante Samuel,Rodney Harrison,Eugene Wilson,18,12,27-94-2,25-75-0,18-27-195-2-0,16-25-192-0-1,4-24,2-12,171,180,265,255,1-0,4-3,0,4,3-25,9-67,8-15,4-12,0-0,0-0,31:40,28:20,,,Richard Seymour,,,Chris Kelsay,Larry Tripplett,London Fletcher,Willis McGahee,Aaron Schobel,Kyle Williams,Lee Evans,,,,,,Takeo Spikes,Angelo Crowell,,,,Mike Vrabel,,,,,,,,,,,,,Junior Seau,,,,,,,,,,,,,,,,,,,,,,,,,
90,October 22,7,2006,87,Tampa Bay Buccaneers,Philadelphia Eagles,23,21,Jon Gruden,Andy Reid,2-4,4-3,outdoors,grass,Philadelphia Eagles -6.0,43.0 (over),Bruce Gradkowski,,Mike Alstott,,,Anthony Becht,Anthony Davis,Sean Mahan,John Wade,Davin Joseph,Jeremy Trueblood,,,,,,,Juran Bolden,Ronde Barber,Jermaine Phillips,Will Allen,,Donovan McNabb,Brian Westbrook,Thomas Tapeh,Reggie Brown,Matt Schobel,Tra Thomas,Todd Herremans,Jamaal Jackson,Shawn Andrews,Jon Runyan,Trent Cole,Mike Patterson,,Dhani Jones,Jeremiah Trotter,Matt McCoy,Lito Sheppard,Sheldon Brown,Sean Considine,Brian Dawkins,22,14,27-208-0,30-111-0,22-35-302-3-3,13-26-104-0-0,1-4,2-19,298,85,506,196,2-1,1-0,4,0,7-65,2-15,7-11,5-14,0-0,1-1,28:59,31:01,,,Darren Howard,,,Greg Spires,,Shelton Quarles,Cadillac Williams,Simeon Rice,,Joey Galloway,,,Ellis Wyms,Derrick Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,October 22,7,2006,87,Houston Texans,Jacksonville Jaguars,27,7,Gary Kubiak,Jack Del Rio,2-4,3-3,retractable roof (open),grass,Jacksonville Jaguars -8.0,39.5 (under),David Carr,,Jameel Cook,,,Owen Daniels,Ephraim Salaam,Chester Pitts,Mike Flanagan,Fred Weary,Zach Wiegert,,,,,,,Dunta Robinson,Lewis Sanders,Jason Simmons,C.C. Brown,,Byron Leftwich,Fred Taylor,,Ernest Wilford,George Wrighster,Khalif Barnes,Vince Manuwai,Brad Meester,Chris Naeole,Maurice Williams,Bobby McCray,,,,Daryl Smith,,Rashean Mathis,Brian Williams,Donovin Darius,Deon Grant,14,21,25-102-1,34-131-1,14-28-125-0-0,25-34-224-2-0,1-7,1-6,118,218,220,349,2-2,0-0,2,0,7-35,3-17,3-12,5-14,0-2,0-0,26:30,33:30,Rob Meier,,Paul Spicer,John Henderson,,N.D. Kalu,Travis Johnson,,Samkon Gado,Mario Williams,Anthony Weaver,Andre Johnson,,,,,,,Morlon Greenwood,,,,Nick Greisen,,,,,,,,,,,,,,Demarcus Faggins,,,,,,,,,,,,,,,,,,,,DeMeco Ryans,,,,
92,October 22,7,2006,87,New York Jets,Detroit Lions,31,24,Eric Mangini,Rod Marinelli,4-3,1-6,outdoors,fieldturf,New York Jets -3.5,43.5 (over),Chad Pennington,,,,,Chris Baker,D'Brickashaw Ferguson,Pete Kendall,Nick Mangold,Brandon Moore,Anthony Clement,,,,,,,Andre Dyson,Drew Coleman,,,,Jon Kitna,,Marcus Pollard,Mike Furrey,Dan Campbell,Jeff Backus,Rick DeMulling,Dominic Raiola,Blaine Saipaia,Barry Stokes,Kalimba Edwards,Cory Redding,Marcus Bell,Paris Lenon,Boss Bailey,Ernie Sims,Fernando Bryant,Dre' Bly,Daniel Bullocks,Terrence Holt,22,27,22-125-0,42-221-3,22-36-269-3-2,16-22-189-1-1,1-8,2-12,261,177,386,398,1-0,1-0,2,1,9-60,2-20,4-10,8-12,2-2,0-0,25:46,34:14,,,James Hall,,,Shaun Ellis,,Jonathan Vilma,Leon Washington,Bryan Thomas,,Laveranues Coles,,,Dewayne Robertson,Victor Hobson,,,,,,,,,,,Kevin Jones,,,,,,,,,,,,,,,,,,,,Erik Coleman,,,,,,,,,,,,,,
93,October 22,7,2006,87,Cincinnati Bengals,Carolina Panthers,17,14,Marvin Lewis,John Fox,4-2,4-3,outdoors,fieldturf,Cincinnati Bengals -3.0,44.5 (under),Carson Palmer,Rudi Johnson,Jeremi Johnson,,,Reggie Kelly,,Eric Steinbach,Eric Ghiaciuc,Bobbie Williams,,,,,,,,Deltha O'Neal,Tory James,Kevin Kaesviharn,Madieu Williams,,Jake Delhomme,DeShaun Foster,Brad Hoover,Keyshawn Johnson,Michael Gaines,Jordan Gross,Mike Wahle,Geoff Hangartner,Evan Mathis,Jeremy Bridges,Julius Peppers,,,James Anderson,Chris Draft,Na'il Diggs,Chris Gamble,Ken Lucas,Shaun Williams,Mike Minter,17,22,16-60-0,30-112-0,20-34-238-2-1,23-39-240-2-0,3-21,2-10,217,230,277,342,0-0,0-0,1,0,8-41,5-55,2-11,6-16,0-0,1-1,25:28,34:32,Ma'ake Kemoeatu,,Mike Rucker,Kris Jenkins,,Bryan Robinson,Sam Adams,Ahmad Brooks,,Justin Smith,John Thornton,T.J. Houshmandzadeh,,,,,,Landon Johnson,Caleb Miller,,,,,,,,,,,,,,,,,,,,,Andrew Whitworth,Willie Anderson,,,,,,,,,,,,,,,,,,,,
94,October 22,7,2006,87,Atlanta Falcons,Pittsburgh Steelers,41,38,Jim Mora,Bill Cowher,4-2,2-4,dome,fieldturf,Pittsburgh Steelers -3.0,39.0 (over),Michael Vick,,Justin Griffith,,,Alge Crumpler,Wayne Gandy,Tyson Clabo,Todd McClure,Kynan Forney,Todd Weiner,,,,,,,DeAngelo Hall,Jason Webster,Lawyer Milloy,Chris Crocker,,Ben Roethlisberger,,,,Heath Miller,Marvel Smith,Alan Faneca,Jeff Hartings,Kendall Simmons,Max Starks,,,Casey Hampton,,,,Ike Taylor,Bryant McFadden,Troy Polamalu,Ryan Clark,27,24,26-55-0,39-173-1,24-35-433-5-0,18-30-232-4-2,3-15,1-6,418,226,473,399,4-3,0-0,3,2,9-65,6-40,7-11,8-16,0-0,0-0,30:53,36:03,,Clark Haggans,,,Arnold Harrison,Chauncey Davis,,Ed Hartwell,Warrick Dunn,Patrick Kerney,,Roddy White,,,Grady Jackson,,,,Keith Brooking,,,,,,,,Willie Parker,,,,,James Farrior,Larry Foote,,,,,,Brett Keisel,,,,,,Michael Boley,,,,Dan Kreider,Cedrick Wilson,,,,,,,,,,,
95,October 22,7,2006,87,Cleveland Browns,Denver Broncos,7,17,Romeo Crennel,Mike Shanahan,1-5,5-1,outdoors,grass,Denver Broncos -4.5,31.0 (under),Charlie Frye,,,,,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Ryan Tucker,,Ted Washington,Willie McGinest,,,Kamerion Wimbley,Daven Holly,Gary Baxter,Sean Jones,Brian Russell,,Jake Plummer,Tatum Bell,Cecil Sapp,Javon Walker,Stephen Alexander,Matt Lepsis,Ben Hamilton,Tom Nalen,Cooper Carlisle,George Foster,Kenard Lang,,,D.J. Williams,Al Wilson,Ian Gold,Champ Bailey,Darrent Williams,Nick Ferguson,John Lynch,22,10,37-150-1,13-34-0,20-41-209-1-2,19-33-149-1-1,2-12,5-18,197,131,347,165,0-0,3-2,2,3,3-30,2-10,9-20,1-11,1-1,0-3,37:15,22:45,Michael Myers,,Ebenezer Ekuban,Gerard Warren,,Orpheus Roye,,Andra Davis,Reuben Droughns,Alvin McKinley,,Joe Jurevicius,,,,,,,D'Qwell Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,October 22,7,2006,87,Indianapolis Colts,Washington Redskins,36,22,Tony Dungy,Joe Gibbs,6-0,2-5,dome,fieldturf,Indianapolis Colts -8.5,47.0 (over),Peyton Manning,,,,,Dallas Clark,Tarik Glenn,Dylan Gandy,Jeff Saturday,Jake Scott,Ryan Diem,,,,,,,Nick Harper,Jason David,Mike Doss,Antoine Bethea,,Mark Brunell,Clinton Portis,,Santana Moss,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,Phillip Daniels,,,Marcus Washington,Khary Campbell,Warrick Holdman,Shawn Springs,Kenny Wright,Adam Archuleta,Sean Taylor,19,25,24-114-0,25-110-0,27-37-226-2-0,25-35-342-4-0,2-15,0-0,211,342,325,452,1-0,1-0,0,0,10-91,3-27,6-14,5-10,2-2,0-0,30:54,29:06,Kedric Golston,,Andre Carter,Joe Salave'a,,Robert Mathis,Anthony McFarland,Gary Brackett,Dominic Rhodes,Dwight Freeney,Raheem Brock,Marvin Harrison,,,,,,Gilbert Gardner,Cato June,,,,,,,,,,,,,,,,,,,,,,,,Ben Utecht,,,,,,,,,,,,,,,,,,
97,October 22,7,2006,87,Oakland Raiders,Arizona Cardinals,22,9,Art Shell,Dennis Green,1-5,1-6,outdoors,grass,Arizona Cardinals -3.0,40.0 (under),Andrew Walter,,Zack Crockett,,,Courtney Anderson,Robert Gallery,Barry Sims,Jake Grove,Kevin Boothe,Langston Walker,Lance Johnstone,Warren Sapp,,,,,,,Michael Huff,Stuart Schweigert,,Matt Leinart,Edgerrin James,,Troy Walters,,Leonard Davis,Reggie Wells,Nick Leckey,Chris Liwienski,Oliver Ross,Chike Okeafor,Antonio Smith,Gabe Watson,Karlos Dansby,Gerald Hayes,,Antrel Rolle,Eric Green,Adrian Wilson,Robert Griffith,9,21,20-50-0,37-137-1,13-32-203-0-2,19-35-279-1-2,3-29,5-21,174,258,224,395,2-0,5-3,2,5,4-25,8-70,1-11,13-20,0-1,0-1,22:59,37:01,,,Bertrand Berry,,,,,Kirk Morrison,ReShard Lee,,,Alvis Whitted,,,Tommy Kelly,,,,,,,Darnell Dockett,,,,,,,,,,,,,,,Nnamdi Asomugha,,,,,,,,,,,,,,,,,,,,,,,Tyrone Poole,
98,October 22,7,2006,87,Seattle Seahawks,Minnesota Vikings,13,31,Mike Holmgren,Brad Childress,4-2,4-2,outdoors,fieldturf,Seattle Seahawks -7.0,40.5 (over),Matt Hasselbeck,,Mack Strong,,,Itula Mili,Walter Jones,Chris Spencer,Robbie Tobeck,Chris Gray,Sean Locklear,,,,,,,Kelly Herndon,Marcus Trufant,Michael Boulware,Ken Hamlin,,Brad Johnson,Chester Taylor,,Travis Taylor,Richard Owens,Bryant McKinnie,Steve Hutchinson,Matt Birk,Artis Hicks,Marcus Johnson,Darrion Scott,,Pat Williams,Ben Leber,Napoleon Harris,E.J. Henderson,Antoine Winfield,Fred Smoot,Darren Sharper,Dwight Smith,14,16,30-175-1,21-53-0,16-25-186-2-0,21-42-261-1-2,4-29,4-24,157,237,332,290,2-0,2-1,0,3,5-45,5-30,5-14,6-16,0-1,0-1,32:19,27:41,,,Kenechi Udeze,,,Bryce Fisher,Marcus Tubbs,Lofa Tatupu,Maurice Morris,Grant Wistrom,Rocky Bernard,Darrell Jackson,,,,LeRoy Hill,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,October 23,7,2006,87,Dallas Cowboys,New York Giants,22,36,Bill Parcells,Tom Coughlin,3-3,4-2,outdoors,fieldturf,Dallas Cowboys -3.0,43.5 (over),Drew Bledsoe,,,,,Jason Witten,Flozell Adams,Kyle Kosier,Andre Gurode,Marco Rivera,Marc Colombo,,Jason Ferguson,,,,,Terence Newman,Anthony Henry,Roy Williams,Pat Watkins,,Eli Manning,,,Amani Toomer,Jeremy Shockey,Luke Petitgout,David Diehl,Shaun O'Hara,Chris Snee,Kareem McKenzie,Michael Strahan,Fred Robbins,Barry Cofield,LaVar Arrington,Antonio Pierce,Brandon Short,Corey Webster,Sam Madison,Gibril Wilson,Will Demps,18,21,39-155-1,21-69-1,12-26-189-2-1,21-37-338-2-4,2-16,6-28,173,310,328,379,1-1,0-0,2,4,3-24,1-5,9-16,7-11,1-1,0-1,32:29,27:31,,,Osi Umenyiora,,,Marcus Spears,,Bradie James,Julius Jones,Chris Canty,,Terrell Owens,,,,,,Greg Ellis,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akin Ayodele,,,,,,,,Tiki Barber,,,,,
