,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeNT,homeLOLB,homeMLB,homeBLB,homeROLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayNT,awayRDE,awaySLB,awayMLB,awayLB,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDE,awayLDT,awayRDT,awayWLB,homeHB,homeLDT,homeRDE,homeRDT,homeSLB,homeWLB,awayLILB,awayLOLB,awayOC,awayRILB,awayROLB,homeDE,homeDT,homeFB,homeMIKE,homeOC,homeRLB,homeILB,awayDT,homeOLB,homeS,awayOLB,awayS,awayHB,awayJLB,homeLILB,homeRILB,homeDB,awayUT,homeJLB,homeEND,homeT,homeWILL,awayMIKE,awayRLB,awayBLB,awayILB,awayDB,homeUT,awayMO,awaySAM,awayWILL,homeLLB,awayT,homeSAM,homeLB,away3CB,homeH-B,awayDL,awayH-B,awayNB,homeRUSH,awayRUSH,homeMO,awayEND,awayWIL,awayDE D,homeDE D,awayOT,awayRB/F,homeLOT,homeROT,homeRB/F,homeG,awayTE/W,awayLOT,awayROT,homeNB,homeDL
22,2011,September 18,2,Indianapolis Colts,Cleveland Browns,Jim Caldwell,Pat Shurmur,0-2,1-1,retractable roof (closed),fieldturf ,Cleveland Browns -1.5,39.0 (over),Kerry Collins,Joseph Addai,Pierre Garcon,Brody Eldridge,Anthony Castonzo,Joe Reitz,Jeff Saturday,Ryan Diem,Jeff Linkenbach,Jamaal Anderson,,,Pat Angerer,,,Jacob Lacey,,Jerraud Powers,Melvin Bullitt,Antoine Bethea,Colt McCoy,Peyton Hillis,Owen Marecic,Mohamed Massaquoi,Ben Watson,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Artis Hicks,Jabaal Sheard,,Jayme Mitchell,Scott Fujita,D'Qwell Jackson,,Joe Haden,,Sheldon Brown,T.J. Ward,Mike Adams,,,,Chris Gocong,,Fili Moala,Dwight Freeney,Antonio Johnson,Philip Wheeler,Kavell Conner,,,,,,,,,,,,,Phil Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2011,September 18,2,Washington Redskins,Arizona Cardinals,Mike Shanahan,Ken Whisenhunt,2-0,1-1,outdoors,grass ,Washington Redskins -4.5,45.0 (under),Rex Grossman,Tim Hightower,Santana Moss,Fred Davis,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Jammal Brown,Kevin Barnes,Barry Cofield,Ryan Kerrigan,London Fletcher,,Brian Orakpo,DeAngelo Hall,,Josh Wilson,Reed Doughty,O.J. Atogwe,Kevin Kolb,Beanie Wells,,Andre Roberts,Todd Heap,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Brandon Keith,,Dan Williams,,,,,A.J. Jefferson,,Patrick Peterson,Adrian Wilson,Kerry Rhodes,Nick Eason,,,,,,Stephen Bowen,,,,,Clark Haggans,,,Joey Porter,,,,,,,,Darnell Dockett,,,,,,,,,,,Rocky McIntosh,,,,,,,Paris Lenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2011,September 18,2,Buffalo Bills,Oakland Raiders,Chan Gailey,Hue Jackson,2-0,1-1,outdoors,a_turf,Buffalo Bills -4.0,41.0 (over),Ryan Fitzpatrick,Fred Jackson,Steve Johnson,,Demetress Bell,Andy Levitre,Eric Wood,Kraig Urbik,Erik Pears,Marcell Dareus,Kyle Williams,,Andra Davis,,,Drayton Florence,,Leodis McKelvin,George Wilson,Jairus Byrd,Jason Campbell,Darren McFadden,Marcel Reece,Denarius Moore,Brandon Myers,Jared Veldheer,Stefen Wisniewski,Samson Satele,Cooper Carlisle,Khalif Barnes,Kamerion Wimbley,,Matt Shaughnessy,,,Rolando McClain,Stanford Routt,,Chris Johnson,Tyvon Branch,Matt Giordano,,Tommy Kelly,Richard Seymour,,,,Dwan Edwards,,Chris Kelsay,Nick Barnett,,,,,,,,,,,,,,,,,,,,,,,,Shawne Merriman,,,,,,,,Jerome Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2011,September 18,2,Minnesota Vikings,Tampa Bay Buccaneers,Leslie Frazier,Raheem Morris,0-2,1-1,dome,sportturf,Minnesota Vikings -1.0,41.0 (over),Donovan McNabb,Toby Gerhart,Michael Jenkins,Kyle Rudolph,Charlie Johnson,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,Brian Robison,Remi Ayodele,,,,,Antoine Winfield,,Cedric Griffin,Jamarca Sanford,Husain Abdullah,Josh Freeman,LeGarrette Blount,,Arrelious Benn,Kellen Winslow,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Michael Bennett,,Adrian Clayborn,Quincy Black,Mason Foster,,Aqib Talib,,Ronde Barber,Sean Jones,Cody Grimm,,,,Geno Hayes,Adrian Peterson,,Jared Allen,,Chad Greenway,Erin Henderson,,,,,,,,,,,,,Brian Price,,,,,,,,,,,,,,,,,,,,Letroy Guion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2011,September 18,2,San Francisco 49ers,Dallas Cowboys,Jim Harbaugh,Jason Garrett,1-1,1-1,outdoors,grass ,Dallas Cowboys -3.0,41.5 (over),Alex Smith,Frank Gore,Braylon Edwards,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Chilo Rachal,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Madieu Williams,Tony Romo,Felix Jones,,Kevin Ogletree,Jason Witten,Doug Free,Derrick Dockery,Phil Costa,Kyle Kosier,Tyron Smith,Kenyon Coleman,Jay Ratliff,Jason Hatcher,Anthony Spencer,Bradie James,,Alan Ball,,Mike Jenkins,Abram Elam,Gerald Sensabaugh,,,,Sean Lee,,Ray McDonald,,Justin Smith,,,,,,,,,,Moran Norris,,,,Patrick Willis,,Parys Haralson,,,,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2011,September 18,2,New England Patriots,San Diego Chargers,Bill Belichick,Norv Turner,2-0,1-1,outdoors,fieldturf ,New England Patriots -7.0,53.5 (over),Tom Brady,Danny Woodhead,Deion Branch,Aaron Hernandez,Matt Light,Logan Mankins,Dan Connolly,Brian Waters,Sebastian Vollmer,Shaun Ellis,Vince Wilfork,,,,,Devin McCourty,,Ras-I Dowling,,,Philip Rivers,Ryan Mathews,,Vincent Jackson,Randy McMichael,Marcus McNeill,Kris Dielman,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,Corey Liuget,,,,Quentin Jammer,,Antoine Cason,Bob Sanders,Eric Weddle,,,,,,,Andre Carter,,,,,,,,,,,,,,,Jerod Mayo,Antonio Garay,Dane Fletcher,Patrick Chung,Travis LaBoy,,,,,,,,,,,,,,,Donald Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2011,September 18,2,Denver Broncos,Cincinnati Bengals,John Fox,Marvin Lewis,1-1,1-1,outdoors,grass ,Denver Broncos -3.0,41.0 (over),Kyle Orton,Willis McGahee,Eric Decker,Daniel Fells,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Robert Ayers,Brodrick Bunkley,,Joe Mays,,,Cassius Vaughn,,Andre' Goodman,Brian Dawkins,Rahim Moore,Andy Dalton,,Chris Pressley,A.J. Green,Jermaine Gresham,Andrew Whitworth,Nate Livings,Kyle Cook,Clint Boling,Andre Smith,Jonathan Fanene,Domata Peko,Micah Johnson,Manny Lawson,Rey Maualuga,,Nate Clements,,Leon Hall,Chris Crocker,Reggie Nelson,,,,Thomas Howard,,,Jason Hunter,,Von Miller,Wesley Woodyard,,,,,,,Kevin Vickerson,Spencer Larsen,,,,,Geno Atkins,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2011,September 18,2,Miami Dolphins,Houston Texans,Tony Sparano,Gary Kubiak,0-2,2-0,outdoors,grass ,Houston Texans -3.0,47.5 (under),Chad Henne,Reggie Bush,Brian Hartline,Jeron Mastrud,Jake Long,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Kendall Langford,Paul Soliai,,,,,Sean Smith,,Vontae Davis,Yeremiah Bell,Reshad Jones,Matt Schaub,Arian Foster,James Casey,Andre Johnson,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Mike Brisiel,Eric Winston,,Shaun Cody,,Connor Barwin,Brian Cushing,,Jason Allen,,Johnathan Joseph,Glover Quin,Danieal Manning,Antonio Smith,,,Mario Williams,,,Randy Starks,,Koa Misi,Cameron Wake,,,,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,DeMeco Ryans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2011,September 18,2,Atlanta Falcons,Philadelphia Eagles,Mike Smith,Andy Reid,1-1,1-1,dome,fieldturf ,Philadelphia Eagles -2.5,49.5 (over),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Joe Hawley,Garrett Reynolds,Tyson Clabo,Ray Edwards,,,Curtis Lofton,,,Brent Grimes,Kelvin Hayden,Dunta Robinson,,,Michael Vick,LeSean McCoy,,Jason Avant,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Kyle DeVan,Todd Herremans,Jason Babin,,Trent Cole,,Casey Matthews,,Asante Samuel,,Nnamdi Asomugha,Jarrad Page,Kurt Coleman,,Cullen Jenkins,Mike Patterson,,,,John Abraham,,,,,,,,,,Peria Jerry,Ovie Mughelli,,,,,,Sean Weatherspoon,William Moore,,,,,,,,,,,,,,,,,,,,Jamar Chaney,Moise Fokou,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2011,September 19,2,New York Giants,St. Louis Rams,Tom Coughlin,Steve Spagnuolo,1-1,0-2,outdoors,fieldturf,New York Giants -7.0,44.0 (push),Eli Manning,Ahmad Bradshaw,Mario Manningham,Jake Ballard,Will Beatty,David Diehl,David Baas,Chris Snee,Kareem McKenzie,Justin Tuck,,,Greg Jones,,,Corey Webster,,Aaron Ross,Kenny Phillips,Antrel Rolle,Sam Bradford,Cadillac Williams,,Mike Sims-Walker,Michael Hoomanawanui,Rodger Saffold,Jacob Bell,Jason Brown,Harvey Dahl,Jason Smith,Chris Long,,James Hall,Brady Poppinga,James Laurinaitis,,Justin King,,Bradley Fletcher,Craig Dahl,Quintin Mikell,,Fred Robbins,Justin Bannan,Ben Leber,,Linval Joseph,Jason Pierre-Paul,Chris Canty,Mathias Kiwanuka,Michael Boley,,,,,,,,Henry Hynoski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2011,September 25,3,Cleveland Browns,Miami Dolphins,Pat Shurmur,Tony Sparano,2-1,0-3,outdoors,grass ,Miami Dolphins -2.0,42.5 (under),Colt McCoy,Montario Hardesty,Josh Cribbs,,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Artis Hicks,Jabaal Sheard,,,D'Qwell Jackson,,,Joe Haden,,Sheldon Brown,T.J. Ward,Mike Adams,Chad Henne,Reggie Bush,Charles Clay,Brandon Marshall,Anthony Fasano,Jake Long,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Jared Odrick,Paul Soliai,Randy Starks,,,,Sean Smith,Will Allen,Nolan Carroll,Yeremiah Bell,Reshad Jones,,,,Cameron Wake,,,Jayme Mitchell,,Scott Fujita,Chris Gocong,,,,,,,Ahtyba Rubin,Owen Marecic,,,,,,,,,,,,,,,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2011,September 25,3,New Orleans Saints,Houston Texans,Sean Payton,Gary Kubiak,2-1,2-1,dome,sportturf,New Orleans Saints -4.0,51.0 (over),Drew Brees,Darren Sproles,Robert Meachem,Jimmy Graham,Jermon Bushrod,Carl Nicks,Olin Kreutz,Jahri Evans,Zach Strief,Cameron Jordan,Shaun Rogers,,Jo-Lonn Dunbar,,,Jabari Greer,,Patrick Robinson,Roman Harper,Malcolm Jenkins,Matt Schaub,Ben Tate,James Casey,Kevin Walter,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Mike Brisiel,Eric Winston,,Shaun Cody,,Connor Barwin,Brian Cushing,,Kareem Jackson,,Johnathan Joseph,Glover Quin,Danieal Manning,Antonio Smith,,,Mario Williams,,,Will Smith,,Martez Wilson,Scott Shanle,,,,,,,Sedrick Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,DeMeco Ryans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2011,September 25,3,Cincinnati Bengals,San Francisco 49ers,Marvin Lewis,Jim Harbaugh,1-2,2-1,outdoors,fieldturf ,Cincinnati Bengals -1.0,38.5 (under),Andy Dalton,,A.J. Green,Jermaine Gresham,Andrew Whitworth,Nate Livings,Kyle Cook,Clint Boling,Andre Smith,Jonathan Fanene,Domata Peko,,Rey Maualuga,,,Nate Clements,,Leon Hall,Chris Crocker,Reggie Nelson,Alex Smith,Frank Gore,Bruce Miller,Josh Morgan,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Chilo Rachal,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Dashon Goldson,,Ray McDonald,Justin Smith,,Cedric Benson,,Michael Johnson,,Manny Lawson,Thomas Howard,,,,,,,Geno Atkins,Chris Pressley,,,,,,,,Parys Haralson,,,,,,,,,,,,,,,Patrick Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2011,September 25,3,Carolina Panthers,Jacksonville Jaguars,Ron Rivera,Jack Del Rio,1-2,1-2,outdoors,grass ,Carolina Panthers -3.5,43.5 (under),Cam Newton,DeAngelo Williams,Legedu Naanee,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Geoff Hangartner,Jeff Otah,Greg Hardy,Sione Fua,,Dan Connor,,,Chris Gamble,,Captain Munnerlyn,Jordan Pugh,Sherrod Martin,Blaine Gabbert,Maurice Jones-Drew,Greg Jones,Jason Hill,Marcedes Lewis,Eugene Monroe,Eben Britton,Brad Meester,Uche Nwaneri,Guy Whimper,Austen Lane,,Jeremy Mincey,,Paul Posluszny,,Rashean Mathis,,Derek Cox,,,,,,,,,Charles Johnson,,James Anderson,Jason Williams,,,,,,,Terrell McClain,,,,,,Terrance Knighton,,,Clint Session,Dawan Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2011,September 25,3,Tennessee Titans,Denver Broncos,Mike Munchak,John Fox,2-1,1-2,outdoors,grass ,Tennessee Titans -7.0,44.0 (under),Matt Hasselbeck,Chris Johnson,Nate Washington,Craig Stevens,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,,,,Barrett Ruud,,,,Jason McCourty,,Jordan Babineaux,Michael Griffin,Kyle Orton,Willis McGahee,Spencer Larsen,Brandon Lloyd,Daniel Fells,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Robert Ayers,Brodrick Bunkley,Jason Hunter,Von Miller,Joe Mays,,Cassius Vaughn,,Andre' Goodman,Brian Dawkins,Rahim Moore,,,,Wesley Woodyard,,,,,Akeem Ayers,Will Witherspoon,,,,,,Jason Jones,Jurrell Casey,,,,,,Kevin Vickerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2011,September 25,3,Buffalo Bills,New England Patriots,Chan Gailey,Bill Belichick,3-0,2-1,outdoors,a_turf,New England Patriots -7.5,54.5 (over),Ryan Fitzpatrick,C.J. Spiller,Donald Jones,,Demetress Bell,Andy Levitre,Eric Wood,Chad Rinehart,Erik Pears,Chris Kelsay,Marcell Dareus,,Nick Barnett,,,Drayton Florence,,Leodis McKelvin,George Wilson,Jairus Byrd,Tom Brady,BenJarvus Green-Ellis,,Chad Johnson,Rob Gronkowski,Matt Light,Logan Mankins,Dan Connolly,Brian Waters,Nate Solder,Shaun Ellis,Vince Wilfork,Andre Carter,,,,Devin McCourty,,Kyle Arrington,,,,,,,,,Kyle Williams,,,,,,,,,,,,,,Shawne Merriman,,,,,Brandon Spikes,Sergio Brown,,,,,Aaron Williams,,,,,,,,,Jerod Mayo,Leigh Bodden,,,,,Bryan Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2011,September 25,3,Philadelphia Eagles,New York Giants,Andy Reid,Tom Coughlin,1-2,2-1,outdoors,grass ,Philadelphia Eagles -8.0,46.5 (under),Michael Vick,LeSean McCoy,DeSean Jackson,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Kyle DeVan,Todd Herremans,Jason Babin,,,Casey Matthews,,,Asante Samuel,,Nnamdi Asomugha,Jarrad Page,Kurt Coleman,Eli Manning,Ahmad Bradshaw,Henry Hynoski,Hakeem Nicks,Bear Pascoe,Will Beatty,David Diehl,David Baas,Chris Snee,Kareem McKenzie,Justin Tuck,,Jason Pierre-Paul,Mathias Kiwanuka,,,Corey Webster,,Aaron Ross,Kenny Phillips,Antrel Rolle,,Linval Joseph,Chris Canty,Michael Boley,,Cullen Jenkins,Trent Cole,Mike Patterson,,,,,,,,,,Owen Schmitt,,,,,,,,,Deon Grant,,,,,,,,,,Moise Fokou,,,,,,,,,,,Stacy Andrews,Jamar Chaney,,,,,,,,,,,,,,,,,,,,,,,,
39,2011,September 25,3,Minnesota Vikings,Detroit Lions,Leslie Frazier,Jim Schwartz,0-3,3-0,dome,sportturf,Detroit Lions -3.0,45.0 (over),Donovan McNabb,,Percy Harvin,Jim Kleinsasser,Charlie Johnson,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,Brian Robison,Remi Ayodele,,,,,Antoine Winfield,,Cedric Griffin,Jamarca Sanford,Husain Abdullah,Matthew Stafford,Jahvid Best,,Titus Young,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,,Eric Wright,Amari Spievey,Louis Delmas,,,,,Adrian Peterson,,Jared Allen,,Chad Greenway,,,,,,,,,,,,,,Ndamukong Suh,,,DeAndre Levy,,,,,,Chris Cook,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2011,September 25,3,Oakland Raiders,New York Jets,Hue Jackson,Rex Ryan,2-1,2-1,outdoors,grass ,New York Jets -3.0,41.0 (over),Jason Campbell,Darren McFadden,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Stefen Wisniewski,Samson Satele,Cooper Carlisle,Khalif Barnes,,,,Rolando McClain,,,Stanford Routt,Chris Johnson,,Tyvon Branch,Michael Huff,Mark Sanchez,Shonn Greene,,Derrick Mason,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Colin Baxter,Brandon Moore,Wayne Hunter,,Sione Pouha,,,,Bart Scott,,Darrelle Revis,,,,Muhammad Wilkerson,,,,,Tommy Kelly,Matt Shaughnessy,Richard Seymour,,,,,,,,Kamerion Wimbley,,,,,,,,Quentin Groves,,Calvin Pace,Jim Leonhard,,,,,,,,,,,,,,,,,,,,,Mike DeVito,,,,,,,,,,,,,,,,,,,,,,,,,
41,2011,September 25,3,San Diego Chargers,Kansas City Chiefs,Norv Turner,Todd Haley,2-1,0-3,outdoors,grass ,San Diego Chargers -14.5,44.5 (under),Philip Rivers,Ryan Mathews,Vincent Jackson,Kory Sperry,Marcus McNeill,Kris Dielman,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,,,,,Quentin Jammer,,Antoine Cason,Steve Gregory,Eric Weddle,Matt Cassel,Thomas Jones,Le'Ron McClain,Steve Breaston,Leonard Pope,Branden Albert,Ryan Lilja,Casey Wiegmann,Jon Asamoah,Barry Richardson,Cameron Sheffield,Amon Gordon,Glenn Dorsey,,,,Brandon Flowers,,Brandon Carr,Jon McGraw,Kendrick Lewis,,,,,,,Jacques Cesaire,,,,Jovan Belcher,,,Derrick Johnson,Tamba Hali,,Antonio Garay,,,,,Donald Butler,,Travis LaBoy,,,Sabby Piscitelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2011,September 25,3,St. Louis Rams,Baltimore Ravens,Steve Spagnuolo,John Harbaugh,0-3,2-1,dome,astroplay,Baltimore Ravens -6.0,42.0 (over),Sam Bradford,,Mike Sims-Walker,Michael Hoomanawanui,Rodger Saffold,Jacob Bell,Jason Brown,Harvey Dahl,Jason Smith,Chris Long,,,James Laurinaitis,,,Justin King,,Bradley Fletcher,Darian Stewart,Quintin Mikell,Joe Flacco,Ray Rice,Vonta Leach,Anquan Boldin,Ed Dickson,Bryant McKinnie,Andre Gurode,Matt Birk,Marshal Yanda,Michael Oher,,Terrence Cody,,Jarret Johnson,,,Lardarius Webb,,Cary Williams,Tom Zbikowski,Ed Reed,Cory Redding,,,Jameel McClain,Steven Jackson,Fred Robbins,James Hall,Justin Bannan,Brady Poppinga,Ben Leber,,,,,,,,,,,,,Haloti Ngata,,,,,,,,,,,,,,,Ray Lewis,Terrell Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2011,September 25,3,Seattle Seahawks,Arizona Cardinals,Pete Carroll,Ken Whisenhunt,1-2,1-2,outdoors,fieldturf ,Arizona Cardinals -3.0,43.0 (under),Tarvaris Jackson,Marshawn Lynch,Mike Williams,Anthony McCoy,Russell Okung,Paul McQuistan,Max Unger,John Moffitt,James Carpenter,Chris Clemons,,,,,,Marcus Trufant,Walter Thurmond,Brandon Browner,Kam Chancellor,Earl Thomas,Kevin Kolb,Chester Taylor,,Early Doucet,Todd Heap,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Brandon Keith,,Dan Williams,,,,Stewart Bradley,A.J. Jefferson,,Patrick Peterson,Adrian Wilson,Kerry Rhodes,Calais Campbell,,,,,Alan Branch,Red Bryant,Brandon Mebane,,,,Clark Haggans,,,Joey Porter,,,,,,,,Darnell Dockett,LeRoy Hill,,,,,,,,,,,,,,,,,Paris Lenon,,,,,,,,,Matt McCoy,,,,,,,,,,,,,,,,,,,,,,,
44,2011,September 25,3,Chicago Bears,Green Bay Packers,Lovie Smith,Mike McCarthy,1-2,3-0,outdoors,grass ,Green Bay Packers -5.0,45.5 (under),Jay Cutler,Matt Forte,Devin Hester,Kellen Davis,J'Marcus Webb,Chris Williams,Roberto Garza,Chris Spencer,Frank Omiyale,Israel Idonije,Matt Toeaina,,Brian Urlacher,,,Tim Jennings,,Charles Tillman,Craig Steltz,Brandon Meriweather,Aaron Rodgers,Ryan Grant,,Greg Jennings,Tom Crabtree,Chad Clifton,T.J. Lang,Scott Wells,Josh Sitton,Bryan Bulaga,Ryan Pickett,B.J. Raji,,,Desmond Bishop,,Charles Woodson,,Tramon Williams,Charlie Peprah,Morgan Burnett,,,,,,,Julius Peppers,,Nick Roach,Lance Briggs,,Clay Matthews,,,Erik Walden,,Henry Melton,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,Sam Shields,,,,,,,,,,,,,,,,,,,,,,
45,2011,September 25,3,Tampa Bay Buccaneers,Atlanta Falcons,Raheem Morris,Mike Smith,2-1,1-2,outdoors,grass ,Tampa Bay Buccaneers -1.0,45.0 (under),Josh Freeman,LeGarrette Blount,Arrelious Benn,Luke Stocker,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Michael Bennett,,,Mason Foster,,,Aqib Talib,,Ronde Barber,Sean Jones,Cody Grimm,Matt Ryan,Michael Turner,Ovie Mughelli,Julio Jones,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Garrett Reynolds,Tyson Clabo,Ray Edwards,,John Abraham,,Curtis Lofton,,Brent Grimes,,Dunta Robinson,William Moore,Thomas DeCoud,,,,,,,Adrian Clayborn,,Dekoda Watson,Geno Hayes,,,,,,,Gerald McCoy,,,,,,Peria Jerry,,,Mike Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2011,September 25,3,Indianapolis Colts,Pittsburgh Steelers,Jim Caldwell,Mike Tomlin,0-3,2-1,retractable roof (closed),fieldturf ,Pittsburgh Steelers -11.0,39.5 (over),Kerry Collins,Joseph Addai,Pierre Garcon,Dallas Clark,Anthony Castonzo,Joe Reitz,Jeff Saturday,Mike Pollak,Jeff Linkenbach,Robert Mathis,,,Pat Angerer,,,Jacob Lacey,,Jerraud Powers,David Caldwell,Antoine Bethea,Ben Roethlisberger,Rashard Mendenhall,David Johnson,Hines Ward,Heath Miller,Jonathan Scott,Chris Kemoeatu,,Doug Legursky,Marcus Gilbert,,,,,,,William Gay,Keenan Lewis,Ike Taylor,Troy Polamalu,Ryan Clark,Evander Hood,,,,,Eric Foster,Dwight Freeney,Antonio Johnson,Philip Wheeler,Kavell Conner,James Farrior,LaMarr Woodley,Maurkice Pouncey,Lawrence Timmons,James Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Collie,,,,,,,,,,,,,,,,,,,,,
47,2011,September 26,3,Dallas Cowboys,Washington Redskins,Jason Garrett,Mike Shanahan,2-1,2-1,retractable roof (closed),matrixturf,Dallas Cowboys -3.5,45.0 (under),Tony Romo,Felix Jones,Dez Bryant,Jason Witten,Doug Free,Bill Nagy,Phil Costa,Kyle Kosier,Tyron Smith,Kenyon Coleman,Jay Ratliff,,Bradie James,,,Terence Newman,,Mike Jenkins,Abram Elam,Gerald Sensabaugh,Rex Grossman,Tim Hightower,,Santana Moss,Fred Davis,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Jammal Brown,Adam Carriker,Barry Cofield,Stephen Bowen,,London Fletcher,,DeAngelo Hall,,Josh Wilson,LaRon Landry,O.J. Atogwe,,,,,,,Jason Hatcher,,Anthony Spencer,Sean Lee,,Ryan Kerrigan,,,Brian Orakpo,,,Tony Fiammetta,,,,,,,,,,,Rocky McIntosh,,,,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2011,October 2,4,St. Louis Rams,Washington Redskins,Steve Spagnuolo,Mike Shanahan,0-4,3-1,dome,astroplay,Washington Redskins -3.0,44.0 (under),Sam Bradford,Steven Jackson,Mike Sims-Walker,Michael Hoomanawanui,Rodger Saffold,Jacob Bell,Jason Brown,Harvey Dahl,Jason Smith,Chris Long,,,James Laurinaitis,,,Justin King,,Bradley Fletcher,Darian Stewart,Quintin Mikell,Rex Grossman,Tim Hightower,Fred Davis,Jabar Gaffney,Chris Cooley,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Jammal Brown,Adam Carriker,Barry Cofield,Stephen Bowen,,London Fletcher,,DeAngelo Hall,,Josh Wilson,LaRon Landry,O.J. Atogwe,,,,,,Fred Robbins,James Hall,Justin Bannan,Brady Poppinga,Ben Leber,,Ryan Kerrigan,,,Brian Orakpo,,,,,,,,,,,,,,Rocky McIntosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
