,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeZ,homeX,homeQB,homeRB,homeFB,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeNT,homeRDE,homeLOLB,homeMLB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayMLB,awayROLB,awayLCB,awayRCB,awaySS,awayFS,awayFB,awayHB,awayNT,awayUT,awayXR,awayZR,homeDT,homeSLB,homeWLB,homeWR,awayDT,awaySLB,awayWLB,homeUT,awayOLB,homeHB,homeRDT,awayDB,homeLLB,homeRLB,awayLLB,awayRLB,awayLILB,awayRILB,homeLC,homeLILB,homeRC,homeRILB,homeSAM,homeWILL,homeCB,awayDE,awayDL,homeOLB,awayCB,homeLB,homeDE,homeXTE,homeXR,homeZR,awayS,awayTE/F,awaySAM,awayWILL,awayILB,homeTE/F,homeT,awayLB,awayFL,awaySE,homeDB,homeS,homeFL,homeSE,homeILB,homeH-B,homeXWR,homeSSLB,awaySSLB
153,2001,November 25,11,San Diego Chargers,Arizona Cardinals,Mike Riley,Dave McGinnis,5-6,4-6,outdoors,grass,San Diego Chargers -7.0,44.0 (under),,,Doug Flutie,LaDainian Tomlinson,Fred McCrary,Steve Heiden,Damion McIntosh,Raleigh Roundtree,Kendyl Jacox,DeMingo Graham,Vaughn Parker,,,,,,Orlando Ruff,,,,Rogers Beckett,Jason Perry,Jake Plummer,Michael Pittman,MarTay Jenkins,Steve Bush,L.J. Shelton,Pete Kendall,Mike Gruttadauria,Leonard Davis,Anthony Clement,Fred Wakefield,Russell Davis,Barron Tanner,Mario Fatafehi,,Ronald McKinnon,,Tom Knight,Corey Chavous,Pat Tillman,Kwamie Lassiter,Joel Makovicka,,,,,,John Parrella,,,Curtis Conway,,,,,,,,,,,Raynoch Thompson,Zack Walz,,,,,,,,,Tay Cody,,,Gerald Dixon,,,Marcellus Wiley,,,,,,,,,,,,,,,,,,,,,,
154,2001,November 25,11,Jacksonville Jaguars,Baltimore Ravens,Tom Coughlin,Brian Billick,3-7,7-4,outdoors,grass,Baltimore Ravens -3.0,34.0 (over),,,Mark Brunell,Stacey Mack,Patrick Washington,Kyle Brady,Todd Fordham,Brad Meester,Jeff Smith,Zach Wiegert,Maurice Williams,Renaldo Wynn,Gary Walker,,Tony Brackens,,Hardy Nickerson,,Fernando Bryant,Aaron Beasley,Donovin Darius,Marlon McCree,Elvis Grbac,,Travis Taylor,Shannon Sharpe,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Kipp Vickers,Adalius Thomas,Sam Adams,Tony Siragusa,Peter Boulware,,Ray Lewis,,Duane Starks,Chris McAlister,Corey Harris,Rod Woodson,,Jason Brookins,,,,,,Danny Clark,T.J. Slaughter,Keenan McCardell,,,,,,,Seth Payne,,,,Jamie Sharper,Brad Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2001,November 25,11,New York Giants,Oakland Raiders,Jim Fassel,Jon Gruden,5-6,8-2,outdoors,grass,Oakland Raiders -2.5,39.0 (under),,,Kerry Collins,Tiki Barber,Greg Comella,Howard Cross,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Cornelius Griffin,,Kenny Holmes,,Micheal Barrow,,Will Allen,Jason Sehorn,Sam Garnes,Shaun Williams,Rich Gannon,Charlie Garner,Jerry Rice,Roland Williams,Barry Sims,Steve Wisniewski,Adam Treu,Mo Collins,Lincoln Kennedy,,,,,,Greg Biekert,,,,Marquez Pope,Anthony Dorsett,Jon Ritchie,,,,,,,,,Ike Hilliard,Grady Jackson,,,,William Thomas,,Lance Legree,,,,,,,,,,,,,,,Regan Upshaw,,Jessie Armstead,Charles Woodson,,,,,,,,,,,,,,,,,,,,,,,,
156,2001,November 25,11,Minnesota Vikings,Chicago Bears,Dennis Green,Dick Jauron,4-6,8-2,dome,astroturf,Minnesota Vikings -3.0,45.0 (under),,,Daunte Culpepper,Michael Bennett,,Byron Chamberlain,Everett Lindsay,Calvin Collins,Matt Birk,David Dixon,Chris Liwienski,Stalin Colinet,,Fred Robbins,Talance Sawyer,,Kailee Wong,,Dale Carter,Eric Kelly,Robert Griffith,Tyrone Carter,Jim Miller,James Allen,Marty Booker,Fred Baxter,Blake Brockermeyer,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Ted Washington,Keith Traylor,Phillip Daniels,,Brian Urlacher,,Walt Harris,R.W. McQuarters,Tony Parrish,Mike Brown,,,,,,,,Lemanski Hall,Ed McDaniel,Randy Moss,,Rosevelt Colvin,Warrick Holdman,Chris Hovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2001,November 26,11,St. Louis Rams,Tampa Bay Buccaneers,Mike Martz,Tony Dungy,8-2,5-5,dome,astroturf,St. Louis Rams -9.5,46.0 (under),,,Kurt Warner,Marshall Faulk,James Hodgins,Jeff Robinson,Orlando Pace,Frank Garcia,Andy McCollum,Adam Timmerman,Ryan Tucker,Chidi Ahanotu,Brian Young,,Grant Wistrom,,London Fletcher,,Aeneas Williams,Dexter McCleon,Rich Coady,Kim Herring,Brad Johnson,Mike Alstott,Reidel Anthony,Dave Moore,Kenyatta Walker,Randall McDaniel,Jeff Christy,Cosey Coleman,Jerry Wunsch,Marcus Jones,,,Simeon Rice,,Jamie Duncan,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Warrick Dunn,,Anthony McFarland,,,,,,,Isaac Bruce,Warren Sapp,Shelton Quarles,Derrick Brooks,,,,Jeff Zgonina,,Tommy Polley,Mark Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2001,November 29,12,Kansas City Chiefs,Philadelphia Eagles,Dick Vermeil,Andy Reid,3-8,7-4,outdoors,grass,Philadelphia Eagles -3.0,37.0 (under),,Larry Parker,Trent Green,Priest Holmes,Tony Richardson,Jason Dunn,John Tait,Brian Waters,Casey Wiegmann,Will Shields,Marcus Spears,Eric Hicks,Eric Downing,Derrick Ransom,Duane Clemons,Lewis Bush,Marvcus Patton,Donnie Edwards,Ray Crockett,Eric Warfield,Greg Wesley,Jerome Woods,Donovan McNabb,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Derrick Burgess,Corey Simon,Hollis Thomas,Hugh Douglas,,Jeremiah Trotter,,Troy Vincent,,Damon Moore,Brian Dawkins,Cecil Martin,,,,,,,,,,,,,,,,,Rashard Cook,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Emmons,Mike Caldwell,,,,,,,,,,,,,,,
159,2001,December 2,12,Pittsburgh Steelers,Minnesota Vikings,Bill Cowher,Dennis Green,9-2,4-7,outdoors,grass,Pittsburgh Steelers -7.0,41.0 (under),,,Kordell Stewart,,Jon Witman,Jerame Tuman,Wayne Gandy,Alan Faneca,Jeff Hartings,Oliver Ross,Marvel Smith,,,Casey Hampton,,Jason Gildon,,Joey Porter,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Daunte Culpepper,Michael Bennett,Cris Carter,Byron Chamberlain,Everett Lindsay,Corbin Lacina,Matt Birk,Cory Withrow,Chris Liwienski,Stalin Colinet,,,Talance Sawyer,,Kailee Wong,,Dale Carter,Eric Kelly,Robert Griffith,Tyrone Carter,Andrew Jordan,,Fred Robbins,Chris Hovan,,,,,,,,Lemanski Hall,Ed McDaniel,,,Jerome Bettis,,,,,,,,,,Earl Holmes,,Kendrell Bell,,,,,,,,,Kimo von Oelhoffen,,,,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,
160,2001,December 2,12,Baltimore Ravens,Indianapolis Colts,Brian Billick,Jim Mora,8-4,4-7,outdoors,grass,Baltimore Ravens -7.0,43.0 (over),,,Elvis Grbac,,Obafemi Ayanbadejo,Shannon Sharpe,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Kipp Vickers,Adalius Thomas,Lional Dalton,,Peter Boulware,,Ray Lewis,,Duane Starks,Chris McAlister,Corey Harris,Rod Woodson,Peyton Manning,Dominic Rhodes,Terrence Wilkins,Ken Dilger,Tarik Glenn,Steve McKinney,Jeff Saturday,Larry Moore,Adam Meadows,Brad Scioli,Josh Williams,Ellis Johnson,Chad Bratzke,Marcus Washington,Rob Morris,,Jeff Burris,David Macklin,Chad Cota,Idrees Bashir,,Marcus Pollard,,,,,,,,Travis Taylor,,,,,,Jermaine Lewis,Tony Siragusa,,Jamie Sharper,Brad Jackson,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2001,December 2,12,Cleveland Browns,Tennessee Titans,Butch Davis,Jeff Fisher,6-5,5-6,outdoors,grass,Cleveland Browns -1.5,35.5 (over),,,Tim Couch,Jamel White,,O.J. Santiago,Roman Oben,Ross Verba,Dave Wohlabaugh,Jeremy McKinney,Roger Chanoine,Tyrone Rogers,Gerard Warren,,Courtney Brown,,Wali Rainer,,Corey Fuller,Daylon McCutcheon,Earl Little,Devin Bush Sr.,Steve McNair,Eddie George,Kevin Dyson,Erron Kinney,Jason Mathews,Zach Piller,Bruce Matthews,Benji Olson,Fred Miller,Kevin Carter,Josh Evans,Jason Fisk,Jevon Kearse,,Randall Godfrey,,Andre Dyson,Samari Rolle,Aric Morris,Perry Phenix,,,,,,,,Jamir Miller,Dwayne Rudd,Kevin Johnson,,,,,,Aaron Shea,Orpheus Roye,,,,Greg Favors,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2001,December 2,12,Cincinnati Bengals,Tampa Bay Buccaneers,Dick LeBeau,Tony Dungy,4-7,6-5,outdoors,grass,Tampa Bay Buccaneers -5.0,35.0 (under),,,Jon Kitna,,Lorenzo Neal,Tony McGee,Richmond Webb,Scott Rehberg,Rich Braham,Mike Goff,Willie Anderson,Vaughn Booker,Oliver Gibson,,Justin Smith,,Brian Simmons,,Mark Roman,Robert Bean,JoJuan Armour,Cory Hall,Brad Johnson,Warrick Dunn,Jacquez Green,Dave Moore,Kenyatta Walker,Randall McDaniel,Jeff Christy,Cosey Coleman,Jerry Wunsch,Marcus Jones,,,Simeon Rice,,Jamie Duncan,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Mike Alstott,,Anthony McFarland,,,,,,,Darnay Scott,Warren Sapp,Shelton Quarles,Derrick Brooks,,,Corey Dillon,Tony Williams,,Steve Foley,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2001,December 2,12,Miami Dolphins,Denver Broncos,Dave Wannstedt,Mike Shanahan,8-3,6-6,outdoors,grass,Miami Dolphins -3.0,39.5 (under),,,Jay Fiedler,Lamar Smith,,Jed Weaver,Spencer Folau,Heath Irwin,Tim Ruddy,Todd Perry,Todd Wade,Kenny Mixon,Tim Bowens,,Jason Taylor,,Zach Thomas,,Patrick Surtain,Terry Cousin,Brian Walker,Brock Marion,Brian Griese,,Chris Cole,Dwayne Carswell,Trey Teague,Lennie Friedman,Tom Nalen,Dan Neil,Matt Lepsis,Keith Washington,Chester McGlockton,Trevor Pryce,Kavika Pittman,,Al Wilson,,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Eric Brown,Terrell Davis,,,,,,,Morlon Greenwood,Derrick Rodgers,Oronde Gadsden,,Bill Romanowski,John Mobley,,,,Jermaine Haley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2001,December 2,12,New York Jets,New England Patriots,Herm Edwards,Bill Belichick,7-4,7-5,outdoors,grass,New York Jets -3.0,38.0 (under),,,Vinny Testaverde,Curtis Martin,,Anthony Becht,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,Shaun Ellis,Shane Burton,Steve Martin,John Abraham,,Marvin Jones,,Aaron Glenn,Marcus Coleman,Victor Green,Damien Robinson,Tom Brady,Antowain Smith,David Patten,Rod Rutledge,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Greg Randall,Bobby Hamilton,,,Anthony Pleasant,,Tedy Bruschi,,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,,,Brandon Mitchell,,,,,,,Laveranues Coles,,,,,Mike Vrabel,,,,Mo Lewis,James Farrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2001,December 2,12,Chicago Bears,Detroit Lions,Dick Jauron,Marty Mornhinweg,9-2,0-11,outdoors,grass,Chicago Bears -7.0,38.0 (under),,,Jim Miller,James Allen,,Fred Baxter,Blake Brockermeyer,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Ted Washington,,Phillip Daniels,,Brian Urlacher,,Walt Harris,R.W. McQuarters,Tony Parrish,Mike Brown,Charlie Batch,James Stewart,Scotty Anderson,Larry Foster,Jeff Backus,Tony Semple,Eric Beverly,Brendan Stai,Matt Joyce,Robert Porcher,,,Tracy Scroggins,,Chris Claiborne,,Todd Lyght,Terry Fair,Lamar Campbell,Kurt Schulz,Cory Schlesinger,,Shaun Rogers,Luther Elliss,,,,,Warrick Holdman,Marty Booker,,,,,,,Keith Traylor,,,,Allen Aldridge,Barrett Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Green,,,,,,,,
166,2001,December 2,12,New Orleans Saints,Carolina Panthers,Jim Haslett,George Seifert,6-5,1-11,dome,astroturf,New Orleans Saints -10.0,41.0 (over),,,Aaron Brooks,Ricky Williams,Terrelle Smith,Lamont Hall,Daryl Terrell,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Norman Hand,,Joe Johnson,Keith Mitchell,Charlie Clemons,Darrin Smith,Michael Hawthorne,Fred Thomas,Sammy Knight,Jay Bellamy,Chris Weinke,Richard Huntley,Donald Hayes,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Jeno James,Chris Terry,Jay Williams,Brentson Buckner,Kris Jenkins,Mike Rucker,,Lester Towns,,Jimmy Hitchcock,Doug Evans,Mike Minter,Deon Grant,Brad Hoover,,,,,,,,,Joe Horn,,Dan Morgan,Darren Hambrick,,,,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2001,December 2,12,Seattle Seahawks,San Diego Chargers,Mike Holmgren,Mike Riley,6-5,5-7,outdoors,fieldturf,Seattle Seahawks -3.0,43.0 (under),,,Matt Hasselbeck,Shaun Alexander,Mack Strong,,Walter Jones,Steve Hutchinson,Robbie Tobeck,Chris Gray,Todd Weiner,Michael Sinclair,Chad Eaton,,John Hilliard,,Levon Kirkland,,Willie Williams,Ken Lucas,Reggie Tongue,Marcus Robertson,Doug Flutie,LaDainian Tomlinson,Jeff Graham,Steve Heiden,Damion McIntosh,Raleigh Roundtree,Kendyl Jacox,DeMingo Graham,Vaughn Parker,Marcellus Wiley,Leonardo Carson,John Parrella,Raylee Johnson,,Orlando Ruff,,Tay Cody,Ryan McNeil,Rodney Harrison,Rogers Beckett,Fred McCrary,,,,,,,,,Darrell Jackson,,,,,Gerald Dixon,,John Randle,,,,,,,,,,,,,,,,,Anthony Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
168,2001,December 2,12,Washington Redskins,Dallas Cowboys,Marty Schottenheimer,Dave Campo,5-6,3-8,outdoors,grass,Washington Redskins -8.5,35.5 (under),,,Tony Banks,Stephen Davis,Donnell Bennett,Walter Rasby,Chris Samuels,Dave Szott,Cory Raymer,Ben Coleman,Jon Jansen,Marco Coleman,Dan Wilkinson,,Bruce Smith,,Kevin Mitchell,,Champ Bailey,Fred Smoot,Sam Shade,David Terrell,Quincy Carter,Emmitt Smith,Rocket Ismail,Jackie Harris,Flozell Adams,Larry Allen,Mark Stepnoski,Kelvin Garmon,Solomon Page,Greg Ellis,,,Peppi Zellner,,Dat Nguyen,,Duane Hawthorne,Mario Edwards,Darren Woodson,George Teague,Troy Hambrick,,Brandon Noble,,,,,LaVar Arrington,Robert Jones,Michael Westbrook,Michael Myers,Markus Steele,Dexter Coakley,,,,Kenard Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2001,December 2,12,Oakland Raiders,Arizona Cardinals,Jon Gruden,Dave McGinnis,8-3,5-6,outdoors,grass,Oakland Raiders -13.0,44.0 (over),,,Rich Gannon,Charlie Garner,Jon Ritchie,Roland Williams,Barry Sims,Steve Wisniewski,Adam Treu,Mo Collins,Lincoln Kennedy,,,,,,Greg Biekert,,,,Marquez Pope,Anthony Dorsett,Jake Plummer,Michael Pittman,MarTay Jenkins,Steve Bush,L.J. Shelton,Pete Kendall,Mike Gruttadauria,Leonard Davis,Anthony Clement,,,,,,Ronald McKinnon,,,,Pat Tillman,Kwamie Lassiter,Joel Makovicka,,,,,,Grady Jackson,,,Jerry Rice,Barron Tanner,,,,Raynoch Thompson,,,,,,,,,,,,,,,,Charles Woodson,Fred Wakefield,,William Thomas,Corey Chavous,,Regan Upshaw,,,,,,,,,,,,,,,,,,,,,,
170,2001,December 2,12,Atlanta Falcons,St. Louis Rams,Dan Reeves,Mike Martz,6-5,9-2,dome,astroturf,St. Louis Rams -8.0,47.0 (under),,,Chris Chandler,Maurice Smith,Bob Christian,Alge Crumpler,Bob Whitfield,Bob Hallen,Todd McClure,Kynan Forney,Ephraim Salaam,Patrick Kerney,Travis Hall,,Brady Smith,,Keith Brooking,,Ray Buchanan,Ashley Ambrose,Johndale Carty,Ronnie Bradford,Kurt Warner,Marshall Faulk,Torry Holt,Ernie Conwell,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,Chidi Ahanotu,Brian Young,Jeff Zgonina,Grant Wistrom,,London Fletcher,,Aeneas Williams,Dre' Bly,Rich Coady,Dexter McCleon,James Hodgins,,,,,,,,Mark Simoneau,Terance Mathis,,Tommy Polley,Mark Fields,,,,Shane Dronett,,,Henri Crockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2001,December 2,12,San Francisco 49ers,Buffalo Bills,Steve Mariucci,Gregg Williams,9-2,1-10,outdoors,grass,San Francisco 49ers -8.5,44.5 (under),,,Jeff Garcia,Garrison Hearst,Fred Beasley,Eric Johnson,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,John Engelberger,Dana Stubblefield,,Andre Carter,,Derek Smith,,Ahmed Plummer,Jason Webster,Lance Schulters,Zack Bronson,Alex Van Pelt,,Eric Moulds,Jay Riemersma,John Fina,Ruben Brown,Bill Conaty,Jerry Ostroski,Jonas Jennings,Phil Hansen,Shawn Price,Pat Williams,Aaron Schobel,,Brandon Spoon,,Antoine Winfield,Nate Clements,Raion Hill,Travares Tillman,Phillip Crosby,Travis Henry,,,,,,,,Terrell Owens,,Keith Newman,Jay Foreman,,,,Bryant Young,,Julian Peterson,Jeff Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2001,December 3,12,Jacksonville Jaguars,Green Bay Packers,Tom Coughlin,Mike Sherman,3-8,8-3,outdoors,grass,Green Bay Packers -3.0,43.0 (over),,,Mark Brunell,Stacey Mack,,Kyle Brady,Todd Fordham,Brad Meester,Jeff Smith,Zach Wiegert,Maurice Williams,Renaldo Wynn,Gary Walker,,Tony Brackens,,Hardy Nickerson,,Fernando Bryant,Aaron Beasley,Donovin Darius,Ainsley Battles,Brett Favre,Ahman Green,Bill Schroeder,Bubba Franks,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Mark Tauscher,Vonnie Holliday,,,John Thierry,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,Bhawoh Jue,Darren Sharper,William Henderson,,Gilbert Brown,,,,,Jeff Posey,T.J. Slaughter,Elvis Joseph,Santana Dotson,Na'il Diggs,Nate Wayne,,,,Seth Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2001,December 9,13,Minnesota Vikings,Tennessee Titans,Dennis Green,Jeff Fisher,5-7,5-7,dome,astroturf,Tennessee Titans -2.5,42.5 (over),,,Todd Bouman,Michael Bennett,,Byron Chamberlain,Brad Badger,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Stalin Colinet,,Fred Robbins,Talance Sawyer,,Kailee Wong,,Dale Carter,Eric Kelly,Robert Griffith,Tyrone Carter,Steve McNair,Eddie George,Derrick Mason,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Fred Miller,Kevin Carter,Josh Evans,Jason Fisk,Jevon Kearse,,Randall Godfrey,,Andre Dyson,Samari Rolle,Aric Morris,Perry Phenix,,,,,,,,Lemanski Hall,Ed McDaniel,Randy Moss,,,,Chris Hovan,,,,,,,Greg Favors,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2001,December 9,13,Tampa Bay Buccaneers,Detroit Lions,Tony Dungy,Marty Mornhinweg,7-5,0-12,outdoors,grass,Tampa Bay Buccaneers -8.0,36.5 (under),,,Brad Johnson,Warrick Dunn,Mike Alstott,Dave Moore,Kenyatta Walker,Randall McDaniel,Jeff Christy,Cosey Coleman,Jerry Wunsch,Marcus Jones,,Anthony McFarland,Simeon Rice,,Jamie Duncan,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Mike McMahon,James Stewart,Johnnie Morton,David Sloan,Jeff Backus,Tony Semple,Eric Beverly,Brendan Stai,Matt Joyce,Robert Porcher,,,Tracy Scroggins,,Chris Claiborne,,Todd Lyght,Terry Fair,Lamar Campbell,Kurt Schulz,Cory Schlesinger,,Shaun Rogers,Luther Elliss,,,Warren Sapp,Shelton Quarles,Derrick Brooks,Jacquez Green,,,,,,,,,,,Allen Aldridge,Barrett Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2001,December 9,13,St. Louis Rams,San Francisco 49ers,Mike Martz,Steve Mariucci,10-2,9-3,dome,astroturf,St. Louis Rams -7.0,55.0 (under),,,Kurt Warner,Marshall Faulk,James Hodgins,Ernie Conwell,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,Chidi Ahanotu,Brian Young,,Grant Wistrom,,London Fletcher,,Aeneas Williams,Dexter McCleon,Dre' Bly,Kim Herring,Jeff Garcia,Fred Beasley,Terrell Owens,,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,John Engelberger,Dana Stubblefield,Bryant Young,Andre Carter,Julian Peterson,,,Ahmed Plummer,Jason Webster,Lance Schulters,Zack Bronson,Garrison Hearst,,,,,,,Tommy Polley,Mark Fields,Torry Holt,,,,,,,Jeff Zgonina,,,,,,Derek Smith,Jeff Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2001,December 9,13,Green Bay Packers,Chicago Bears,Mike Sherman,Dick Jauron,9-3,9-3,outdoors,grass,Green Bay Packers -5.5,37.5 (under),,,Brett Favre,Ahman Green,William Henderson,Bubba Franks,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Mark Tauscher,Vonnie Holliday,,Jim Flanigan,Cletidus Hunt,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,Bhawoh Jue,Darren Sharper,Jim Miller,Anthony Thomas,Marty Booker,Fred Baxter,Blake Brockermeyer,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Ted Washington,Keith Traylor,Phillip Daniels,,Brian Urlacher,,Walt Harris,R.W. McQuarters,Tony Parrish,Mike Brown,Daimon Shelton,,,,,,Santana Dotson,Na'il Diggs,Nate Wayne,Antonio Freeman,,Rosevelt Colvin,Warrick Holdman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2001,December 9,13,New England Patriots,Cleveland Browns,Bill Belichick,Butch Davis,8-5,6-6,outdoors,grass,New England Patriots -5.0,36.5 (over),,,Tom Brady,Antowain Smith,,Rod Rutledge,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Greg Randall,Bobby Hamilton,,,Anthony Pleasant,,Tedy Bruschi,,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,Tim Couch,James Jackson,Dennis Northcutt,O.J. Santiago,Roman Oben,Ross Verba,Dave Wohlabaugh,Jeremy McKinney,Roger Chanoine,,Gerard Warren,,Greg Spires,,Brant Boyer,,Corey Fuller,Daylon McCutcheon,Earl Little,Devin Bush Sr.,,Aaron Shea,,,,,David Nugent,,,David Patten,,Jamir Miller,Dwayne Rudd,,,,,Anthony Henry,,,,,,,,,,,,,,,,Mike Vrabel,,,,,,,,,,,,,,,,,,,,,,,,,
178,2001,December 9,13,Buffalo Bills,Carolina Panthers,Gregg Williams,George Seifert,2-10,1-12,outdoors,astroturf,Buffalo Bills -3.5,36.5 (over),,,Alex Van Pelt,,Larry Centers,,John Fina,Ruben Brown,Bill Conaty,Jerry Ostroski,Jonas Jennings,Phil Hansen,Leif Larsen,,Aaron Schobel,,Brandon Spoon,,Antoine Winfield,Nate Clements,Raion Hill,Travares Tillman,Chris Weinke,,Muhsin Muhammad,Kris Mangum,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Jeno James,Chris Terry,Jay Williams,Brentson Buckner,Kris Jenkins,Mike Rucker,,,,Jimmy Hitchcock,Doug Evans,Mike Minter,Deon Grant,Brad Hoover,,,,,,,Keith Newman,Jay Foreman,Eric Moulds,,Dan Morgan,Kory Minor,,,Travis Henry,Pat Williams,Deveron Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2001,December 9,13,Dallas Cowboys,New York Giants,Dave Campo,Jim Fassel,4-8,5-7,outdoors,astroturf,New York Giants -3.5,35.5 (under),,,Quincy Carter,Emmitt Smith,Troy Hambrick,Jackie Harris,Flozell Adams,Larry Allen,Mark Stepnoski,Kelvin Garmon,Solomon Page,Greg Ellis,,Brandon Noble,Peppi Zellner,,Dat Nguyen,,Duane Hawthorne,Mario Edwards,Darren Woodson,George Teague,Kerry Collins,Tiki Barber,Ike Hilliard,Dan Campbell,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Cornelius Griffin,Keith Hamilton,Kenny Holmes,,Micheal Barrow,,Will Allen,Jason Sehorn,Sam Garnes,Shaun Williams,,,,,,,Michael Myers,Markus Steele,Dexter Coakley,Rocket Ismail,,,,,Jessie Armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2001,December 9,13,Cincinnati Bengals,Jacksonville Jaguars,Dick LeBeau,Tom Coughlin,4-8,4-8,outdoors,grass,Cincinnati Bengals -1.0,36.5 (under),,,Jon Kitna,,Lorenzo Neal,,Richmond Webb,Matt O'Dwyer,Rich Braham,Mike Goff,Willie Anderson,Vaughn Booker,Oliver Gibson,,Justin Smith,,Brian Simmons,,Mark Roman,Robert Bean,JoJuan Armour,Cory Hall,Mark Brunell,Stacey Mack,Keenan McCardell,Kyle Brady,Todd Fordham,Brad Meester,,Zach Wiegert,Maurice Williams,Renaldo Wynn,Gary Walker,Seth Payne,Tony Brackens,,Hardy Nickerson,,Jason Craft,Aaron Beasley,Donovin Darius,Ainsley Battles,Patrick Washington,,,,,,,,,Peter Warrick,,Jeff Posey,Edward Thomas,,,Corey Dillon,Tony Williams,,Steve Foley,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Luchey,,,
