,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeUT,homeNT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayDB,awayDE,awayLLB,awayRLB,homeFB,homeFL,homeLDT,homeLLB,homeRDT,homeRLB,awayDT,awayFB,awayLB,awayS,homeDE,homeHB,homeLC,homeLILB,homeLOLB,homeRC,homeRILB,homeROLB,homeSE,awayCB,homeDB,awayNT,homeCB,homeOLB,awayWILB,awayILB,awayOLB,homeDT,homeILB,awayLILB,awayLOLB,awayRILB,awayROLB,awayG,awayT,homeSILB,homeSOLB,homeWILB,homeWOLB,homeG,homeT,awayHB,homeLB,homeLS,homeRS,awayDL,awayLC,awayRC,awayD,awaySILB,awaySOLB,homeXR,homeZR,awayUT,homeDL,awaySAM,awayWILL,awayLS,awayRS,homeM,awayWOLB,homeS,awayB,awayZ,awayWIL,homeSAM,homeWIL,homeOT,awayFL,awaySE,homeNG,awayOT,homeOL,homeWILL,awayOG,awayOL
20,September 10,2,2000,81,Baltimore Ravens,Jacksonville Jaguars,39,36,Brian Billick,Tom Coughlin,2-0,1-1,outdoors,grass,Baltimore Ravens -3.0,36.5 (over),Tony Banks,Priest Holmes,Billy Davis,Ben Coates,Jonathan Ogden,Edwin Mulitalo,Jeff Mitchell,Mike Flynn,Harry Swayne,Rob Burnett,,,Michael McCrary,,Ray Lewis,,Duane Starks,Chris McAlister,Kim Herring,Rod Woodson,Mark Brunell,Chris Howard,Keenan McCardell,,Tony Boselli,Brad Meester,Jeff Smith,Brendan Stai,Zach Wiegert,Renaldo Wynn,Gary Walker,Seth Payne,Tony Brackens,Lonnie Marts,Hardy Nickerson,Kevin Hardy,Fernando Bryant,Aaron Beasley,Donovin Darius,Rayna Stewart,22,17,21-46-0,18-89-0,28-50-386-3-2,23-40-262-5-2,4-11,3-20,375,242,421,331,4-2,1-0,4,2,10-60,8-65,5-14,3-13,0-1,0-0,31:23,28:37,,,,,,,Sam Adams,,Tony Siragusa,Jamie Sharper,,Daimon Shelton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Boulware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,September 10,2,2000,81,Philadelphia Eagles,New York Giants,18,33,Andy Reid,Jim Fassel,1-1,2-0,outdoors,astroturf,Philadelphia Eagles -3.0,39.5 (over),Donovan McNabb,Duce Staley,Charles Johnson,Chad Lewis,Tra Thomas,John Welbourn,Bubba Miller,Jermane Mayberry,Jon Runyan,Mike Mamula,,,Hugh Douglas,Carlos Emmons,Jeremiah Trotter,Barry Gardner,Troy Vincent,Bobby Taylor,Damon Moore,Brian Dawkins,Kerry Collins,Tiki Barber,Amani Toomer,Howard Cross,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Christian Peter,Keith Hamilton,Cedric Jones,,Micheal Barrow,,Dave Thomas,Jason Sehorn,Lyle West,Shaun Williams,24,13,39-167-1,12-56-1,21-29-220-2-0,19-33-214-1-0,1-0,3-33,220,181,387,237,1-0,0-0,0,0,4-35,5-40,7-14,3-10,0-0,0-1,38:44,21:16,,,,,Cecil Martin,,Corey Simon,,Hollis Thomas,,,Greg Comella,,,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,September 10,2,2000,81,Tennessee Titans,Kansas City Chiefs,17,14,Jeff Fisher,Gunther Cunningham,1-1,0-2,outdoors,grass,Tennessee Titans -8.5,38.5 (under),Steve McNair,Eddie George,Carl Pickens,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Fred Miller,Jevon Kearse,,,Kenny Holmes,,Randall Godfrey,,Denard Walker,Samari Rolle,Blaine Bishop,Marcus Robertson,Elvis Grbac,Mike Cloud,Sylvester Morris,Tony Gonzalez,John Tait,Jeff Blackshear,Tim Grunhard,Will Shields,Victor Riley,Eric Hicks,Chester McGlockton,John Browning,Duane Clemons,,Marvcus Patton,,Eric Warfield,James Hasty,Greg Wesley,Jerome Woods,14,23,33-62-0,29-121-0,13-21-144-1-0,23-36-255-2-2,3-17,4-23,127,232,189,353,2-0,1-1,0,3,10-72,7-70,6-15,9-16,0-1,0-1,29:53,33:05,,,Lewis Bush,Donnie Edwards,Lorenzo Neal,,John Thornton,Greg Favors,Jason Fisk,Eddie Robinson,,Tony Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,September 10,2,2000,81,San Diego Chargers,New Orleans Saints,27,28,Mike Riley,Jim Haslett,0-2,1-1,outdoors,grass,San Diego Chargers -5.5,35.5 (over),Ryan Leaf,Robert Chancey,Curtis Conway,Freddie Jones,Ben Coleman,Raleigh Roundtree,Roman Fortin,Kevin Gogan,Vaughn Parker,,,,,,,,,,Rodney Harrison,Mike Dumas,Jeff Blake,Ricky Williams,Joe Horn,Andrew Glover,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Norman Hand,La'Roi Glover,Joe Johnson,,,,,Fred Weary,Sammy Knight,Darren Perry,28,15,31-64-0,20-72-1,33-46-259-3-2,13-26-137-1-2,0-0,5-21,259,116,323,188,2-1,1-0,3,2,6-37,7-85,9-15,1-9,0-0,0-2,36:06,23:54,,,,,Fred McCrary,,,,,,,,Phil Clarke,,Darren Mickell,,,,,,,,,Kevin Mathis,,,DeRon Jenkins,Junior Seau,,,,Jamal Williams,Orlando Ruff,,Keith Mitchell,,Mark Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,September 10,2,2000,81,San Francisco 49ers,Carolina Panthers,22,38,Steve Mariucci,George Seifert,0-2,1-1,outdoors,grass,Carolina Panthers -3.0,48.0 (over),Jeff Garcia,Charlie Garner,Terrell Owens,Greg Clark,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Anthony Pleasant,,,Junior Bryant,,,,Ahmed Plummer,Monty Montgomery,Zack Bronson,Pierson Prioleau,Steve Beuerlein,Tim Biakabutuka,Donald Hayes,Wesley Walls,,,Jamar Nesbit,,,,Eric Swann,Sean Gilbert,Jay Williams,Dean Wells,Lester Towns,Lee Woodall,Eric Davis,Doug Evans,Mike Minter,Eugene Robinson,27,21,34-98-2,22-90-2,24-32-364-3-1,22-40-307-1-1,2-12,1-6,352,301,450,391,1-0,1-1,1,2,6-50,9-67,6-13,4-12,1-1,1-3,36:07,23:53,,Reggie White,,,Fred Beasley,,Bryant Young,,Brentson Buckner,,,William Floyd,,,,,,Ken Norton Jr.,Jeff Posey,,Winfred Tubbs,,,,,,,,,,,,,,,,,Matt Campbell,Clarence Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,September 10,2,2000,81,Seattle Seahawks,St. Louis Rams,34,37,Mike Holmgren,Mike Martz,0-2,2-0,outdoors,fieldturf,St. Louis Rams -7.5,46.0 (over),Jon Kitna,Ricky Watters,Sean Dawkins,Itula Mili,Walter Jones,Pete Kendall,Chris Gray,Floyd Wedderburn,Todd Weiner,Michael Sinclair,,,Lamar King,,George Koonce,,Shawn Springs,Willie Williams,Reggie Tongue,Jay Bellamy,Kurt Warner,Marshall Faulk,Torry Holt,Roland Williams,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,,,,,,London Fletcher,,Todd Lyght,Dexter McCleon,Devin Bush Sr.,Keith Lyle,28,24,22-97-2,24-101-2,35-47-386-1-1,20-31-245-1-2,1-7,3-8,379,237,476,338,2-0,1-1,1,3,4-16,1-10,9-14,4-9,0-0,1-1,33:33,26:27,,Grant Wistrom,Mike Jones,Todd Collins,Mack Strong,,Riddick Parker,,Cortez Kennedy,,Jeff Zgonina,,,,,,,,,,,,,,,,,Chad Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,September 10,2,2000,81,Detroit Lions,Washington Redskins,15,10,Bobby Ross,Norv Turner,2-0,1-1,dome,astroturf,Washington Redskins -5.5,43.0 (under),Charlie Batch,James Stewart,Germane Crowell,Walter Rasby,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Aaron Gibson,Robert Porcher,,James Jones,Tracy Scroggins,Allen Aldridge,Stephen Boyd,Chris Claiborne,Bryant Westbrook,Terry Fair,Ron Rice,Kurt Schulz,Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Chris Samuels,Keith Sims,Mark Fischer,Tre' Johnson,Jon Jansen,Marco Coleman,Dan Wilkinson,Dana Stubblefield,Bruce Smith,Greg Jones,Derek Smith,Shawn Barber,Champ Bailey,Deion Sanders,Sam Shade,Matt Stevens,20,15,23-104-0,24-62-0,23-35-245-1-4,16-31-194-0-2,1-16,2-12,229,182,333,244,1-0,0-0,4,2,6-55,7-50,8-12,4-12,0-0,0-0,30:55,29:05,,,,,Cory Schlesinger,,,,,,,Larry Centers,,,,,,,,,,,,,,,,,,,,Luther Elliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,September 10,2,2000,81,Denver Broncos,Atlanta Falcons,42,14,Mike Shanahan,Dan Reeves,1-1,1-1,outdoors,grass,Denver Broncos -4.5,47.0 (over),Brian Griese,Mike Anderson,Ed McCaffrey,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,Keith Traylor,,,Harald Hasselbach,Bill Romanowski,Glenn Cadrez,John Mobley,Ray Crockett,Terrell Buckley,Billy Jenkins,Eric Brown,Chris Chandler,Jamal Anderson,Shawn Jefferson,Reggie Kelly,Bob Whitfield,Bob Hallen,Calvin Collins,Anthony Redmon,Travis Claridge,Travis Hall,Ed Jasper,Shane Dronett,Patrick Kerney,Henri Crockett,Jessie Tuggle,Keith Brooking,Ray Buchanan,Ashley Ambrose,Marty Carter,Ronnie Bradford,12,29,13-47-0,39-152-2,12-29-171-1-0,20-33-268-3-0,6-32,2-13,139,255,186,407,5-3,0-0,3,0,10-71,7-54,2-11,5-13,0-2,1-1,22:57,37:03,,,,,Howard Griffith,,,,Trevor Pryce,,,Bob Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,September 10,2,2000,81,Arizona Cardinals,Dallas Cowboys,32,31,Dave McGinnis,Dave Campo,1-1,0-2,outdoors,grass,Arizona Cardinals -3.0,38.5 (over),Jake Plummer,Thomas Jones,Frank Sanders,Terry Hardy,Ethan Brooks,Matt Joyce,Chris Dishman,Norbert Davidds-Garrido,Anthony Clement,Brad Ottis,,,,,Ronald McKinnon,,Aeneas Williams,Tom Knight,Pat Tillman,Kwamie Lassiter,Randall Cunningham,Emmitt Smith,Rocket Ismail,Jackie Harris,Flozell Adams,Larry Allen,Mark Stepnoski,Solomon Page,Erik Williams,Ebenezer Ekuban,,Chad Hennings,,Darren Hambrick,Dat Nguyen,Dexter Coakley,Kareem Larrimore,Ryan McNeil,Darren Woodson,George Teague,17,21,22-90-0,33-98-1,24-34-243-3-0,18-24-243-2-0,1-3,2-19,240,224,330,322,2-2,4-1,2,1,5-102,2-15,5-12,7-12,3-4,0-0,28:40,31:20,,Greg Ellis,,,Joel Makovicka,,Tony McCoy,Raynoch Thompson,Mark Smith,Rob Fredrickson,Leon Lett,Robert Thomas,,,Corey Sears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,September 11,2,2000,81,New York Jets,New England Patriots,20,19,Al Groh,Bill Belichick,2-0,0-2,outdoors,grass,New York Jets -6.5,39.5 (under),Vinny Testaverde,Curtis Martin,Dedric Ward,Fred Baxter,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,Rick Lyle,,Jason Ferguson,Shane Burton,,,,Aaron Glenn,Marcus Coleman,,,Drew Bledsoe,Kevin Faulk,Terry Glenn,Eric Bjornson,Bruce Armstrong,Derrick Fletcher,Damien Woody,Sale Isaia,Grant Williams,,,,,Chris Slade,,Tedy Bruschi,Ty Law,Antonio Langham,Lawyer Milloy,Otis Smith,21,18,34-100-0,17-59-0,25-43-229-1-0,16-37-281-3-1,6-36,2-10,193,271,293,330,0-0,2-0,0,1,3-8,6-69,11-22,5-12,1-2,1-1,38:00,22:00,,Bobby Hamilton,,,Richie Anderson,,,,,,,Tony Carter,,,,,,Bryan Cox,Mo Lewis,,Marvin Jones,James Farrior,,,,Chad Eaton,,,,Ted Johnson,,,,,,,,,,,,,,,,,,Victor Green,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,September 17,3,2000,81,Jacksonville Jaguars,Cincinnati Bengals,13,0,Tom Coughlin,Bruce Coslet,2-1,0-2,outdoors,grass,Jacksonville Jaguars -13.0,41.0 (under),Mark Brunell,,R. Jay Soward,Kyle Brady,Tony Boselli,Brad Meester,John Wade,Brendan Stai,Zach Wiegert,Renaldo Wynn,,,Tony Brackens,Lonnie Marts,Hardy Nickerson,Kevin Hardy,Aaron Beasley,Fernando Bryant,Donovin Darius,Rayna Stewart,Akili Smith,,Peter Warrick,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Mike Goff,Willie Anderson,Vaughn Booker,Oliver Gibson,Tom Barndt,John Copeland,,Armegis Spearman,,Tom Carter,Artrell Hawkins,Cory Hall,Darryl Williams,14,15,23-71-0,29-84-0,18-41-183-0-2,20-32-176-1-1,5-21,4-19,162,157,233,241,3-2,0-0,4,1,6-44,7-76,4-17,4-16,1-2,0-1,28:31,31:29,,,Steve Foley,Takeo Spikes,Stacey Mack,,Gary Walker,,Seth Payne,,,Clif Groce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corey Dillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,September 17,3,2000,81,Cleveland Browns,Pittsburgh Steelers,23,20,Chris Palmer,Bill Cowher,2-1,0-2,outdoors,grass,Pittsburgh Steelers -2.5,35.5 (over),Tim Couch,Errict Rhett,Kevin Johnson,Aaron Shea,Roman Oben,Jim Bundren,Dave Wohlabaugh,Everett Lindsay,Steve Zahursky,Courtney Brown,,,Keith McKenzie,Rahim Abdullah,Wali Rainer,Jamir Miller,Corey Fuller,Daylon McCutcheon,Marquis Smith,Percy Ellsworth,Kent Graham,Jerome Bettis,Hines Ward,Mark Bruener,Wayne Gandy,Alan Faneca,Dermontti Dawson,Rich Tylski,Marvel Smith,,,,,,,,,,Brent Alexander,Scott Shields,19,14,31-170-2,23-61-0,14-29-181-0-1,23-31-316-2-0,3-15,0-0,166,316,336,377,1-0,1-1,1,1,4-35,4-26,2-11,6-13,2-2,0-0,31:12,28:48,,Kevin Henry,,,,,Orpheus Roye,,Stalin Colinet,,,Jon Witman,,,,,,,,,,,,,,Kimo von Oelhoffen,,,,,,,,Levon Kirkland,Jason Gildon,Earl Holmes,Joey Porter,,,,,,,,,,,,,Chris Sullivan,Chad Scott,Dewayne Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,September 17,3,2000,81,Green Bay Packers,Philadelphia Eagles,6,3,Mike Sherman,Andy Reid,1-2,1-2,outdoors,grass,Green Bay Packers -4.0,42.5 (under),Brett Favre,Dorsey Levens,Antonio Freeman,Tyrone Davis,Mike Wahle,Ross Verba,Frank Winters,Marco Rivera,Mark Tauscher,Vonnie Holliday,,Russell Maryland,John Thierry,Na'il Diggs,Bernardo Harris,Nate Wayne,Tod McBride,Tyrone Williams,LeRoy Butler,Darren Sharper,Donovan McNabb,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,John Welbourn,Bubba Miller,Jermane Mayberry,Jon Runyan,Mike Mamula,Corey Simon,Hollis Thomas,Hugh Douglas,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Damon Moore,Brian Dawkins,12,19,22-85-0,29-79-0,15-31-118-0-1,18-33-189-0-3,5-32,5-32,86,157,171,236,1-0,1-1,1,4,12-115,5-31,5-15,5-13,0-0,0-0,27:40,32:20,,,,,William Henderson,,,,,,,Cecil Martin,Mike Caldwell,,,,,,,,,,,Al Harris,,,,,,,,Santana Dotson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,September 17,3,2000,81,Carolina Panthers,Atlanta Falcons,10,15,George Seifert,Dan Reeves,1-2,2-1,outdoors,grass,Carolina Panthers -6.0,48.5 (under),Steve Beuerlein,Tim Biakabutuka,Donald Hayes,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Jamar Nesbit,Chris Terry,Reggie White,,,Chuck Smith,Dean Wells,Lester Towns,Lee Woodall,Eric Davis,Doug Evans,Mike Minter,Eugene Robinson,Chris Chandler,Jamal Anderson,Shawn Jefferson,Reggie Kelly,Bob Whitfield,Bob Hallen,,Anthony Redmon,Travis Claridge,Patrick Kerney,Travis Hall,Shane Dronett,Brady Smith,Henri Crockett,Jessie Tuggle,Keith Brooking,Ray Buchanan,Ashley Ambrose,Marty Carter,Ronnie Bradford,10,17,30-108-1,16-59-0,21-27-174-0-0,21-38-241-1-2,2-20,4-16,154,225,262,284,3-2,3-2,2,4,7-57,4-28,3-16,4-12,0-0,0-1,33:14,26:46,,,,,William Floyd,,Eric Swann,,Jay Williams,,,Bob Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvin Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,September 17,3,2000,81,St. Louis Rams,San Francisco 49ers,41,24,Mike Martz,Steve Mariucci,3-0,0-3,dome,astroturf,St. Louis Rams -17.0,55.5 (over),Kurt Warner,Marshall Faulk,Torry Holt,Roland Williams,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,Kevin Carter,,,Grant Wistrom,,London Fletcher,,Todd Lyght,Dexter McCleon,Devin Bush Sr.,Keith Lyle,Jeff Garcia,Charlie Garner,Terrell Owens,Greg Clark,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Anthony Pleasant,Bryant Young,Brentson Buckner,Junior Bryant,,,,Ahmed Plummer,Jason Webster,Lance Schulters,Pierson Prioleau,16,32,21-111-0,28-140-3,21-34-290-3-2,23-34-394-2-2,0-0,1-5,290,389,401,529,0-0,2-0,2,2,7-53,3-25,2-10,4-9,1-1,0-0,26:53,33:07,,,,,,,Ray Agnew,Mike Jones,Jeff Zgonina,Todd Collins,,Fred Beasley,,,,,,,,,,,,,,,,,,,,,,Ken Norton Jr.,Jeff Posey,Winfred Tubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,September 17,3,2000,81,New York Jets,Buffalo Bills,27,14,Al Groh,Wade Phillips,3-0,2-1,outdoors,grass,New York Jets -1.0,38.5 (over),Vinny Testaverde,Curtis Martin,Dedric Ward,Fred Baxter,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,Rick Lyle,,Jason Ferguson,Shane Burton,,,,Aaron Glenn,Marcus Coleman,,,Rob Johnson,Antowain Smith,Eric Moulds,Jay Riemersma,John Fina,Ruben Brown,Jerry Ostroski,Jamie Nails,Robert Hicks,Phil Hansen,,,,,,,Antoine Winfield,Ken Irvin,Henry Jones,Keion Carpenter,16,15,23-80-0,36-91-1,21-36-291-2-1,16-32-188-1-1,2-17,0-0,274,188,354,279,3-3,1-0,4,1,7-66,3-10,6-13,6-17,0-0,1-1,26:49,33:11,,,,,Richie Anderson,,,,,,Pat Williams,,Corey Moore,,,,,Bryan Cox,Mo Lewis,,Marvin Jones,Roman Phifer,,,,,,,Sam Cowart,,,,,,,,,,,,,,,,,,,Victor Green,Kevin Williams,,,,,John Holecek,Keith Newman,,,,,,,,,,,,,,,,,,,,,,,,,
36,September 17,3,2000,81,Detroit Lions,Tampa Bay Buccaneers,10,31,Bobby Ross,Tony Dungy,2-1,3-0,dome,astroturf,Tampa Bay Buccaneers -3.0,34.5 (over),Charlie Batch,,,Walter Rasby,Ray Roberts,James Atkins,Mike Compton,Jeff Hartings,Aaron Gibson,Robert Porcher,Luther Elliss,James Jones,Tracy Scroggins,Allen Aldridge,Stephen Boyd,Chris Claiborne,Bryant Westbrook,Terry Fair,Ron Rice,Kurt Schulz,Shaun King,Warrick Dunn,Keyshawn Johnson,Dave Moore,Pete Pierson,Randall McDaniel,Jeff Christy,Frank Middleton,Jerry Wunsch,Chidi Ahanotu,,,Marcus Jones,Shelton Quarles,Jamie Duncan,Derrick Brooks,Donnie Abraham,Ronde Barber,John Lynch,Damien Robinson,22,13,39-120-3,10-17-0,18-30-211-1-0,26-36-277-1-2,0-0,7-51,211,226,331,243,0-0,2-1,0,3,5-45,10-51,10-16,2-12,0-0,0-1,36:04,23:56,,,,,,,,,,,Warren Sapp,Mike Alstott,,,,James Stewart,,,,,,,,,,Anthony McFarland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnnie Morton,Germane Crowell,,,,,,,,,,,,,,,,,,,,,,,
37,September 17,3,2000,81,Chicago Bears,New York Giants,7,14,Dick Jauron,Jim Fassel,0-3,3-0,outdoors,grass,Chicago Bears -2.0,42.0 (under),Cade McNown,Curtis Enis,Bobby Engram,Alonzo Mayes,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,,Bryan Robinson,Sean Harris,Brian Urlacher,Warrick Holdman,Walt Harris,Thomas Smith,Tony Parrish,Mike Brown,Kerry Collins,Tiki Barber,Ike Hilliard,Howard Cross,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Christian Peter,Keith Hamilton,Cedric Jones,,Micheal Barrow,,Dave Thomas,Jason Sehorn,Sam Garnes,Shaun Williams,23,13,41-172-1,17-48-0,24-33-251-1-0,23-36-202-1-0,2-14,3-22,237,180,409,228,1-1,3-1,1,1,2-15,2-30,8-15,3-12,0-0,0-1,38:11,21:49,,,,,,,Jim Flanigan,,Mike Wells,,,Greg Comella,,,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,September 17,3,2000,81,Oakland Raiders,Denver Broncos,24,33,Jon Gruden,Mike Shanahan,2-1,2-1,outdoors,grass,Oakland Raiders -3.0,44.0 (over),Rich Gannon,Tyrone Wheatley,Tim Brown,Rickey Dudley,Matt Stinchcomb,Steve Wisniewski,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,,,,,,Johnnie Harris,Anthony Dorsett,Brian Griese,Mike Anderson,Ed McCaffrey,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,Maa Tanuvasa,Keith Traylor,Trevor Pryce,Kavika Pittman,Bill Romanowski,,John Mobley,Jimmy Spencer,Terrell Buckley,Billy Jenkins,Eric Brown,25,16,39-180-0,19-123-0,21-31-213-2-0,13-21-159-2-2,1-6,4-19,207,140,387,263,1-1,2-2,1,4,3-30,5-51,5-13,0-4,0-1,0-0,37:06,22:54,,,,,Jon Ritchie,,,,,,,Howard Griffith,Al Wilson,,Lance Johnstone,,,,,,,,,,,,Charles Woodson,William Thomas,,,,Grady Jackson,Greg Biekert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,September 17,3,2000,81,Kansas City Chiefs,San Diego Chargers,42,10,Gunther Cunningham,Mike Riley,1-2,0-3,outdoors,grass,Kansas City Chiefs -4.5,35.5 (over),Elvis Grbac,Tony Richardson,Sylvester Morris,Troy Drayton,John Tait,Jeff Blackshear,Tim Grunhard,Will Shields,Victor Riley,Eric Hicks,,,John Browning,,Marvcus Patton,,,James Hasty,Greg Wesley,Jerome Woods,Moses Moreno,Robert Chancey,Curtis Conway,Freddie Jones,Ben Coleman,Raleigh Roundtree,Roman Fortin,Kevin Gogan,Vaughn Parker,Albert Fontenot,Jamal Williams,John Parrella,Darren Mickell,Gerald Dixon,Orlando Ruff,Junior Seau,Darryll Lewis,Scott Turner,Rodney Harrison,Mike Dumas,10,25,14-49-0,34-117-1,17-35-169-0-1,20-33-235-5-1,6-31,2-3,138,232,187,349,1-1,2-0,2,1,8-86,6-30,4-13,7-15,0-1,1-1,24:51,35:09,,,,,,,Chester McGlockton,Lewis Bush,Dan Williams,Donnie Edwards,,Fred McCrary,,,,,,,,,,,,,,,Pat Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,September 17,3,2000,81,Seattle Seahawks,New Orleans Saints,20,10,Mike Holmgren,Jim Haslett,1-2,1-2,outdoors,fieldturf,Seattle Seahawks -6.0,40.0 (under),Jon Kitna,Ricky Watters,Sean Dawkins,Itula Mili,Walter Jones,Pete Kendall,Chris Gray,Floyd Wedderburn,Todd Weiner,Michael Sinclair,,,Lamar King,,George Koonce,,Shawn Springs,Willie Williams,Reggie Tongue,Jay Bellamy,Jeff Blake,Ricky Williams,Joe Horn,Andrew Glover,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Norman Hand,La'Roi Glover,Joe Johnson,,,,Kevin Mathis,Fred Weary,Sammy Knight,Darren Perry,13,22,26-116-0,31-126-1,14-24-159-1-0,22-29-193-1-1,2-12,4-24,147,169,263,295,1-0,0-0,0,1,4-40,4-32,7-14,7-13,0-1,0-0,25:13,34:47,,,Keith Mitchell,Phil Clarke,Mack Strong,,Riddick Parker,,Cortez Kennedy,,,,Mark Fields,,,,,,,,,,,,,,,Chad Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
