,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayJLB,awayLCB,awayRCB,awaySS,awayFS,awayDE,awayMIKE,awayRUSH,awayWILL,homeDT,homeFB,homeNT,awayLDE,awayLOLB,awayRDE,awayROLB,awayS,homeDE,homeILB,awayCB,awayOLB,homeLILB,homeLOLB,homeRILB,homeROLB,homeCB,homeEND,homeMIKE,homeOLB,homeS,homeWILL,awayLB,homeDB,awayLDT,awayRDT,awaySAM,awayHB,homeHB,homeUT,awayILB,homeBLB,awayLILB,awayRILB,awayDB,awayLOT,awayROT,homeRUSH,homeSAM,homeLB,homeLOT,homeROT,awayUT,awayEND,awayT,homeJLB,homeNB,awayBLB,homeT,awayNB,homeF,awayF,homeWR W,awayWR W,awayLLB,awayRLB,awayFSW,awayTE/F,awayNDB,homeDL
28,2012,September 16,2,Pittsburgh Steelers,New York Jets,Mike Tomlin,Rex Ryan,1-1,1-1,outdoors,grass ,Pittsburgh Steelers -4.5,43.0 (under),Ben Roethlisberger,Isaac Redman,Mike Wallace,Heath Miller,Max Starks,Willie Colon,Maurkice Pouncey,Ramon Foster,Marcus Gilbert,,,,,,,,Keenan Lewis,Ike Taylor,Ryan Mundy,Ryan Clark,Mark Sanchez,Shonn Greene,John Conner,Santonio Holmes,Jeff Cumberland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,Sione Pouha,,,,,,,,,,David Harris,,Bart Scott,,,Casey Hampton,,,,,LaRon Landry,Brett Keisel,,Antonio Cromartie,Calvin Pace,Larry Foote,LaMarr Woodley,Lawrence Timmons,Chris Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Wilkerson,Mike DeVito,,,,,,,,,,,,,,,
29,2012,September 16,2,San Diego Chargers,Tennessee Titans,Norv Turner,Mike Munchak,2-0,0-2,outdoors,grass ,San Diego Chargers -6.0,43.5 (over),Philip Rivers,Curtis Brinkley,Malcom Floyd,Randy McMichael,Mike Harris,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,,Corey Liuget,,,,Quentin Jammer,Antoine Cason,Atari Bigby,Eric Weddle,Jake Locker,Chris Johnson,,Damian Williams,Craig Stevens,Michael Roos,Steve Hutchinson,Fernando Velasco,Leroy Harris,David Stewart,Jurrell Casey,,Akeem Ayers,Will Witherspoon,Zach Brown,,,,Michael Griffin,Robert Johnson,Derrick Morgan,,,,Aubrayo Franklin,Le'Ron McClain,,,,,,,,Donald Butler,Jason McCourty,,,,,,,,,Jarret Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2012,September 16,2,San Francisco 49ers,Detroit Lions,Jim Harbaugh,Jim Schwartz,2-0,1-1,outdoors,grass ,San Francisco 49ers -7.0,46.0 (push),Alex Smith,Frank Gore,Mario Manningham,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Ray McDonald,Justin Smith,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,Matthew Stafford,Kevin Smith,,Nate Burleson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Corey Williams,,,Stephen Tulloch,,,Drayton Florence,Jacob Lacey,Erik Coleman,John Wendling,,,,,,,,Cliff Avril,,Kyle Vanden Bosch,,,,Patrick Willis,,DeAndre Levy,,,,,Chris Culliver,,,Ahmad Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2012,September 17,2,Atlanta Falcons,Denver Broncos,Mike Smith,John Fox,2-0,1-1,dome,fieldturf ,Atlanta Falcons -3.0,50.5 (under),Matt Ryan,Michael Turner,,Mike Johnson,Sam Baker,Justin Blalock,Todd McClure,Garrett Reynolds,Tyson Clabo,Kroy Biermann,,,John Abraham,,,,,,,,Peyton Manning,Willis McGahee,,Eric Decker,Jacob Tamme,Ryan Clady,Zane Beadles,J.D. Walton,Manuel Ramirez,Orlando Franklin,Kevin Vickerson,Justin Bannan,Von Miller,Joe Mays,Wesley Woodyard,,,,Mike Adams,Jim Leonhard,,,,,Peria Jerry,Lousaka Polite,,Derek Wolfe,,Elvis Dumervil,,,,,,,,,,,Dunta Robinson,,,Stephen Nicholas,William Moore,,Keith Brooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2012,September 20,3,Carolina Panthers,New York Giants,Ron Rivera,Tom Coughlin,1-2,2-1,outdoors,grass ,Carolina Panthers -3.0,49.0 (under),Cam Newton,DeAngelo Williams,Steve Smith,Ben Hartsock,Jordan Gross,Amini Silatolu,Ryan Kalil,Geoff Hangartner,Garry Williams,Antwan Applewhite,,,Charles Johnson,James Anderson,Jon Beason,Luke Kuechly,Chris Gamble,Josh Norman,Charles Godfrey,Haruki Nakamura,Eli Manning,Andre Brown,Henry Hynoski,Victor Cruz,Martellus Bennett,Will Beatty,Kevin Boothe,David Baas,Chris Snee,Sean Locklear,,,Mathias Kiwanuka,Chase Blackburn,Michael Boley,,Corey Webster,Jayron Hosley,Kenny Phillips,Antrel Rolle,,,,,Dwan Edwards,Mike Tolbert,Ron Edwards,Justin Tuck,,Jason Pierre-Paul,,,,,,,,,,,,,,,,,,,Linval Joseph,Rocky Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2012,September 23,3,Cleveland Browns,Buffalo Bills,Pat Shurmur,Chan Gailey,0-3,2-1,outdoors,grass ,Buffalo Bills -3.0,45.0 (under),Brandon Weeden,Trent Richardson,Josh Gordon,Ben Watson,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Jabaal Sheard,,,Frostee Rucker,,,,Dimitri Patterson,Sheldon Brown,T.J. Ward,Usama Young,Ryan Fitzpatrick,C.J. Spiller,,Donald Jones,Scott Chandler,Cordy Glenn,Andy Levitre,Eric Wood,Kraig Urbik,Erik Pears,,Kyle Williams,,,Nick Barnett,,Aaron Williams,Stephon Gilmore,George Wilson,Jairus Byrd,,,,,Ahtyba Rubin,,,Mario Williams,,Mark Anderson,,,,,Justin Rogers,,,,,,,,,,,,Bryan Scott,Buster Skrine,Marcell Dareus,Keith Williams,,,,,,,,,,,,,,D'Qwell Jackson,,,,,,,,,,,,,,,,,,,,
34,2012,September 23,3,New Orleans Saints,Kansas City Chiefs,Aaron Kromer,Romeo Crennel,0-3,1-2,dome,sportturf,New Orleans Saints -8.5,51.5 (under),Drew Brees,Pierre Thomas,Devery Henderson,Jimmy Graham,Jermon Bushrod,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Cameron Jordan,,,Will Smith,Scott Shanle,Curtis Lofton,David Hawthorne,Jabari Greer,Patrick Robinson,Roman Harper,Malcolm Jenkins,Matt Cassel,Nate Eachus,,Steve Breaston,Tony Moeaki,Branden Albert,Ryan Lilja,Rodney Hudson,Jon Asamoah,Eric Winston,,Dontari Poe,,,,,Brandon Flowers,Stanford Routt,Eric Berry,Abram Elam,,,,,Sedrick Ellis,Jed Collins,,Tyson Jackson,Justin Houston,Glenn Dorsey,Tamba Hali,,,,,,,,,,,,,,,,,,,,,,,,,,Jovan Belcher,Derrick Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2012,September 23,3,Tennessee Titans,Detroit Lions,Mike Munchak,Jim Schwartz,1-2,1-2,outdoors,grass ,Detroit Lions -4.0,47.0 (over),Jake Locker,,Nate Washington,Jared Cook,Michael Roos,Steve Hutchinson,Fernando Velasco,Leroy Harris,David Stewart,,,,,Akeem Ayers,Will Witherspoon,Zach Brown,,,Jordan Babineaux,Michael Griffin,Matthew Stafford,Mikel Leshoure,,Calvin Johnson,Will Heller,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Corey Williams,,,Stephen Tulloch,,,Chris Houston,Bill Bentley,Erik Coleman,John Wendling,,,,,Jurrell Casey,,,Cliff Avril,,Kyle Vanden Bosch,,,Derrick Morgan,,,DeAndre Levy,,,,,Jason McCourty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2012,September 23,3,Miami Dolphins,New York Jets,Joe Philbin,Rex Ryan,1-2,2-1,outdoors,grass ,New York Jets -3.0,40.5 (over),Ryan Tannehill,Reggie Bush,Brian Hartline,Anthony Fasano,Jake Long,Richie Incognito,Mike Pouncey,John Jerry,Jonathan Martin,Jared Odrick,,,Cameron Wake,,,,,,,,Mark Sanchez,Shonn Greene,Tim Tebow,Santonio Holmes,Jeff Cumberland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,Sione Pouha,,,,,,,,,,David Harris,,Bart Scott,Paul Soliai,Charles Clay,,,,,,LaRon Landry,,,Antonio Cromartie,Garrett McIntyre,,,,,Richard Marshall,,,,Chris Clemons,,,,,,,,,,,,,,,,,,,Karlos Dansby,,,,Muhammad Wilkerson,Mike DeVito,,,,,,,,,,,,,,,
37,2012,September 23,3,Washington Redskins,Cincinnati Bengals,Mike Shanahan,Marvin Lewis,1-2,2-1,outdoors,grass ,Washington Redskins -3.0,49.5 (over),Robert Griffin III,Alfred Morris,Leonard Hankerson,Fred Davis,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,Jarvis Jenkins,,,Stephen Bowen,,London Fletcher,,DeAngelo Hall,Josh Wilson,DeJon Gomes,Madieu Williams,Andy Dalton,,Chris Pressley,Mohamed Sanu,Jermaine Gresham,,Clint Boling,Jeff Faine,Kevin Zeitler,,Geno Atkins,Domata Peko,Manny Lawson,Rey Maualuga,Vontaze Burfict,,Adam Jones,Terence Newman,Nate Clements,Reggie Nelson,,,,,,Darrel Young,Barry Cofield,Robert Geathers,,Michael Johnson,,,,,,,,Ryan Kerrigan,,Rob Jackson,,,,,,,,,,,,BenJarvus Green-Ellis,,,,,,,,Andrew Whitworth,Andre Smith,,,,,,,,,Perry Riley,,,,,,,,,,,,,,
38,2012,September 23,3,Indianapolis Colts,Jacksonville Jaguars,Chuck Pagano,Mike Mularkey,1-2,1-2,retractable roof (open),fieldturf ,Indianapolis Colts -3.0,42.0 (under),Andrew Luck,Donald Brown,Donnie Avery,Coby Fleener,Anthony Castonzo,Seth Olsen,Samson Satele,Mike McGlynn,Winston Justice,,,,,Robert Mathis,,,Vontae Davis,Jerraud Powers,Tom Zbikowski,Antoine Bethea,Blaine Gabbert,Maurice Jones-Drew,Montell Owens,Justin Blackmon,Marcedes Lewis,Eugene Monroe,Mike Brewster,Brad Meester,Uche Nwaneri,Guy Whimper,Terrance Knighton,,,Paul Posluszny,,,Rashean Mathis,Derek Cox,Dawan Landry,Dwight Lowery,,,,,Fili Moala,,Antonio Johnson,Jeremy Mincey,,Andre Branch,,,Cory Redding,,,Russell Allen,,,,,,,Kavell Conner,,,Jerrell Freeman,,,,,,,,,,,,,,,,Jerry Hughes,,,,,,,,,,,,,,,,,,,,,,
39,2012,September 23,3,Chicago Bears,St. Louis Rams,Lovie Smith,Jeff Fisher,2-1,1-2,outdoors,grass ,Chicago Bears -7.0,42.0 (under),Jay Cutler,Michael Bush,Alshon Jeffery,Kellen Davis,J'Marcus Webb,Chilo Rachal,Roberto Garza,Lance Louis,Gabe Carimi,Israel Idonije,,,Julius Peppers,,Brian Urlacher,Lance Briggs,Tim Jennings,Charles Tillman,Major Wright,Chris Conte,Sam Bradford,Steven Jackson,,Steve Smith,,Wayne Hunter,Quinn Ojinnaka,Robert Turner,Harvey Dahl,Barry Richardson,,,Rocky McIntosh,James Laurinaitis,Jo-Lonn Dunbar,,Cortland Finnegan,Janoris Jenkins,Craig Dahl,Quintin Mikell,,,,,Henry Melton,,Stephen Paea,Chris Long,,Robert Quinn,,,,,,,,,,,,,,,,,,,Kendall Langford,Jermelle Cudjo,,,,,,,,,,,,,,,,,,,,,D.J. Moore,,,,,,,,,,,,,
40,2012,September 23,3,Dallas Cowboys,Tampa Bay Buccaneers,Jason Garrett,Greg Schiano,2-1,1-2,retractable roof (closed),matrixturf,Dallas Cowboys -7.0,45.5 (under),Tony Romo,DeMarco Murray,Dez Bryant,Jason Witten,Tyron Smith,Nate Livings,Ryan Cook,Mackenzy Bernadeau,Doug Free,,,,,Anthony Spencer,Bruce Carter,Sean Lee,Mike Jenkins,Morris Claiborne,Barry Church,Brandon Carr,Josh Freeman,Danny Ware,,Vincent Jackson,,Donald Penn,Carl Nicks,Jeremy Zuttah,Ted Larsen,Demar Dotson,Gerald McCoy,,,Mason Foster,Lavonte David,,Aqib Talib,Eric Wright,Mark Barron,Ronde Barber,,,,,Jason Hatcher,,,Michael Bennett,,Adrian Clayborn,,,,,,,,,,,Orlando Scandrick,,,,,,,,,,,,,,,,,,Brandon McDonald,,,,,,,,,,,DeMarcus Ware,,,,,,,,,,,,,,
41,2012,September 23,3,Minnesota Vikings,San Francisco 49ers,Leslie Frazier,Jim Harbaugh,2-1,2-1,dome,sportturf,San Francisco 49ers -7.0,42.5 (under),Christian Ponder,,Percy Harvin,John Carlson,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,Brian Robison,,,Jared Allen,Chad Greenway,Jasper Brinkley,Marvin Mitchell,Antoine Winfield,Chris Cook,Mistral Raymond,Harrison Smith,Alex Smith,,Bruce Miller,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,,,,,,Jerome Felton,Letroy Guion,,,,,,,,,Ahmad Brooks,,,,,,,,,,,,,Ray McDonald,Justin Smith,,Frank Gore,Adrian Peterson,Kevin Williams,Patrick Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2012,September 23,3,San Diego Chargers,Atlanta Falcons,Norv Turner,Mike Smith,2-1,3-0,outdoors,grass ,San Diego Chargers -3.0,47.5 (under),Philip Rivers,Ryan Mathews,Malcom Floyd,Randy McMichael,Mike Harris,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,,Corey Liuget,,,,Quentin Jammer,Antoine Cason,Atari Bigby,Eric Weddle,Matt Ryan,Michael Turner,Lousaka Polite,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Garrett Reynolds,Tyson Clabo,Peria Jerry,,,Akeem Dent,,,,,,,,,,,Aubrayo Franklin,,,Ray Edwards,,John Abraham,,William Moore,,Donald Butler,Asante Samuel,Sean Weatherspoon,,,,,,,,Jarret Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2012,September 23,3,Arizona Cardinals,Philadelphia Eagles,Ken Whisenhunt,Andy Reid,3-0,2-1,retractable roof (closed),grass ,Philadelphia Eagles -3.0,42.0 (under),Kevin Kolb,Beanie Wells,Larry Fitzgerald,Jeff King,D'Anthony Batiste,Daryn Colledge,Lyle Sendlein,Adam Snyder,Bobby Massie,,,,,,,,Patrick Peterson,William Gay,Rashad Johnson,Kerry Rhodes,Michael Vick,LeSean McCoy,,Jason Avant,Brent Celek,Demetress Bell,Evan Mathis,Dallas Reynolds,Danny Watkins,Todd Herremans,,,,DeMeco Ryans,,,Dominique Rodgers-Cromartie,Nnamdi Asomugha,Nate Allen,Kurt Coleman,,,,Akeem Jordan,Darnell Dockett,Anthony Sherman,Dan Williams,Jason Babin,,Trent Cole,,,Calais Campbell,Paris Lenon,,,,O'Brien Schofield,,Sam Acho,,,,,,,,,Cullen Jenkins,Derek Landri,Mychal Kendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2012,September 23,3,Denver Broncos,Houston Texans,John Fox,Gary Kubiak,1-2,3-0,outdoors,grass ,Houston Texans -1.5,43.5 (over),Peyton Manning,Willis McGahee,Demaryius Thomas,Jacob Tamme,Ryan Clady,Zane Beadles,J.D. Walton,Manuel Ramirez,Orlando Franklin,Derek Wolfe,,,Elvis Dumervil,Von Miller,Joe Mays,Keith Brooking,Champ Bailey,Tracy Porter,Mike Adams,Rahim Moore,Matt Schaub,Arian Foster,James Casey,Andre Johnson,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Derek Newton,,Shaun Cody,Brooks Reed,Brian Cushing,Connor Barwin,,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,J.J. Watt,,,,Kevin Vickerson,,Justin Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2012,September 23,3,Oakland Raiders,Pittsburgh Steelers,Dennis Allen,Mike Tomlin,1-2,1-2,outdoors,grass ,Pittsburgh Steelers -4.0,45.0 (over),Carson Palmer,Darren McFadden,Denarius Moore,Brandon Myers,Jared Veldheer,Cooper Carlisle,Stefen Wisniewski,Mike Brisiel,Willie Smith,Lamarr Houston,,,Matt Shaughnessy,Philip Wheeler,Rolando McClain,Miles Burris,Michael Huff,Pat Lee,Tyvon Branch,Matt Giordano,Ben Roethlisberger,Isaac Redman,,Mike Wallace,David Paulson,Max Starks,Willie Colon,Maurkice Pouncey,Ramon Foster,Marcus Gilbert,,Casey Hampton,,,,,Keenan Lewis,Ike Taylor,Ryan Mundy,Ryan Clark,Brett Keisel,,,,Richard Seymour,Marcel Reece,Tommy Kelly,,LaMarr Woodley,,Chris Carter,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Foote,Lawrence Timmons,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2012,September 23,3,Baltimore Ravens,New England Patriots,John Harbaugh,Bill Belichick,2-1,1-2,outdoors,sportturf,Baltimore Ravens -3.0,48.0 (over),Joe Flacco,Ray Rice,Torrey Smith,Ed Dickson,Michael Oher,Ramon Harewood,Matt Birk,Marshal Yanda,Kelechi Osemele,,,,,,,,Lardarius Webb,Cary Williams,Bernard Pollard,Ed Reed,Tom Brady,Stevan Ridley,,Daniel Fells,Michael Hoomanawanui,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Vince Wilfork,,,,,,Devin McCourty,Kyle Arrington,,,,,,,Haloti Ngata,Vonta Leach,Ma'ake Kemoeatu,Rob Ninkovich,,Chandler Jones,,Patrick Chung,Pernell McPhee,,,,,,,,,,Ray Lewis,,,Jameel McClain,Brandon Spikes,,,,,,,,,,,,,,,Courtney Upshaw,Albert McClellan,,,,,,,,,,,,,,,,,,,,,
47,2012,September 24,3,Seattle Seahawks,Green Bay Packers,Pete Carroll,Mike McCarthy,2-1,1-2,outdoors,fieldturf ,Green Bay Packers -3.5,45.5 (under),Russell Wilson,Marshawn Lynch,Sidney Rice,Zach Miller,Russell Okung,Paul McQuistan,Max Unger,John Moffitt,Breno Giacomini,Red Bryant,Alan Branch,Brandon Mebane,Chris Clemons,,,,Richard Sherman,Brandon Browner,Kam Chancellor,Earl Thomas,Aaron Rodgers,Cedric Benson,,Jordy Nelson,Jermichael Finley,Marshall Newhouse,T.J. Lang,Jeff Saturday,Josh Sitton,Bryan Bulaga,,B.J. Raji,,D.J. Smith,,,Tramon Williams,Sam Shields,Charles Woodson,Morgan Burnett,,,,,,Michael Robinson,,Ryan Pickett,Nick Perry,C.J. Wilson,Clay Matthews,,,,,,,,,,Marcus Trufant,,,K.J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,
48,2012,September 27,4,Baltimore Ravens,Cleveland Browns,John Harbaugh,Pat Shurmur,3-1,0-4,outdoors,sportturf,Baltimore Ravens -11.5,43.5 (under),Joe Flacco,Ray Rice,Torrey Smith,Ed Dickson,Michael Oher,Ramon Harewood,Matt Birk,Marshal Yanda,Kelechi Osemele,,,,,,,,Lardarius Webb,Cary Williams,Bernard Pollard,Ed Reed,Brandon Weeden,Trent Richardson,,Josh Cribbs,Ben Watson,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Ahtyba Rubin,,Scott Fujita,D'Qwell Jackson,Kaluka Maiava,,Dimitri Patterson,Sheldon Brown,T.J. Ward,Usama Young,,,,,Haloti Ngata,,Ma'ake Kemoeatu,Jabaal Sheard,,Frostee Rucker,,,Pernell McPhee,,,,,,,,,,Ray Lewis,,,Jameel McClain,,,,,,,,,,,,,,,,Courtney Upshaw,Albert McClellan,,,,,,,,,,,,,,,,,,,,,
49,2012,September 30,4,St. Louis Rams,Seattle Seahawks,Jeff Fisher,Pete Carroll,2-2,2-2,dome,astroplay,Seattle Seahawks -2.5,39.0 (under),Sam Bradford,,Brandon Gibson,Lance Kendricks,Wayne Hunter,Quinn Ojinnaka,Robert Turner,Harvey Dahl,Barry Richardson,Chris Long,Kendall Langford,Michael Brockers,Robert Quinn,Rocky McIntosh,James Laurinaitis,Jo-Lonn Dunbar,Cortland Finnegan,Janoris Jenkins,Craig Dahl,Quintin Mikell,Russell Wilson,Marshawn Lynch,,Sidney Rice,Anthony McCoy,Russell Okung,James Carpenter,Max Unger,Paul McQuistan,Breno Giacomini,,,,Bobby Wagner,,,Richard Sherman,Brandon Browner,Kam Chancellor,Earl Thomas,,,,,,Brit Miller,,Red Bryant,,Chris Clemons,,,,,,K.J. Wright,,,,,,,,,,,,,Alan Branch,Brandon Mebane,,,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2012,September 30,4,Buffalo Bills,New England Patriots,Chan Gailey,Bill Belichick,2-2,2-2,outdoors,a_turf,New England Patriots -4.5,48.5 (over),Ryan Fitzpatrick,Fred Jackson,T.J. Graham,Scott Chandler,Cordy Glenn,Andy Levitre,Eric Wood,Kraig Urbik,Erik Pears,Mario Williams,Marcell Dareus,Keith Williams,Mark Anderson,Arthur Moats,Kelvin Sheppard,Nick Barnett,Aaron Williams,Stephon Gilmore,George Wilson,Jairus Byrd,Tom Brady,Stevan Ridley,,Brandon Lloyd,Michael Hoomanawanui,Nate Solder,Donald Thomas,Ryan Wendell,Dan Connolly,Sebastian Vollmer,,,,,,,Devin McCourty,Kyle Arrington,,,,,,,,,Kyle Williams,Rob Ninkovich,,Chandler Jones,,Patrick Chung,,,,,,,,,,,,,,,Jerod Mayo,,Vince Wilfork,Kyle Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2012,September 30,4,Kansas City Chiefs,San Diego Chargers,Romeo Crennel,Norv Turner,1-3,3-1,outdoors,grass ,San Diego Chargers -2.5,43.5 (over),Matt Cassel,Jamaal Charles,Dwayne Bowe,Steve Maneri,Branden Albert,Jeff Allen,Ryan Lilja,Jon Asamoah,Eric Winston,Tyson Jackson,,,Ropati Pitoitua,,,,Brandon Flowers,Stanford Routt,Eric Berry,Abram Elam,Philip Rivers,Jackie Battle,Le'Ron McClain,Malcom Floyd,Dante Rosario,Jared Gaither,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Aubrayo Franklin,,,,,,Quentin Jammer,Antoine Cason,Atari Bigby,Eric Weddle,,,,,,,Dontari Poe,Vaughn Martin,,Corey Liuget,,,,,,Jarret Johnson,Jovan Belcher,Justin Houston,Derrick Johnson,Tamba Hali,,,,,,,,,,,,,,,Donald Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2012,September 30,4,New York Jets,San Francisco 49ers,Rex Ryan,Jim Harbaugh,2-2,3-1,outdoors,fieldturf,San Francisco 49ers -4.0,41.0 (under),Mark Sanchez,Bilal Powell,Santonio Holmes,Jeff Cumberland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,,,,,,,,,,,Alex Smith,,,Mario Manningham,Delanie Walker,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Ricky Jean-Francois,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,,,,,,John Conner,Sione Pouha,,,,,,,,,Ahmad Brooks,,,,,Antonio Cromartie,Muhammad Wilkerson,David Harris,Calvin Pace,LaRon Landry,Bart Scott,,,Ray McDonald,Justin Smith,,Frank Gore,,,Patrick Willis,,,,,,,,,,,,,,,,,,Mike DeVito,,,,,,,,,,,
53,2012,September 30,4,Detroit Lions,Minnesota Vikings,Jim Schwartz,Leslie Frazier,1-3,3-1,dome,fieldturf ,Detroit Lions -4.0,48.5 (under),Matthew Stafford,Mikel Leshoure,Calvin Johnson,Riley Reiff,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,Bill Bentley,Erik Coleman,Ricardo Silva,Christian Ponder,,Rhett Ellison,Jerome Simpson,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Letroy Guion,Chad Greenway,Jasper Brinkley,Josh Robinson,,Antoine Winfield,Chris Cook,Jamarca Sanford,Harrison Smith,,,,,Sammie Lee Hill,,,Brian Robison,,Jared Allen,,,,,,,,,,,,,,DeAndre Levy,,,,,,,,Adrian Peterson,,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,
54,2012,September 30,4,Houston Texans,Tennessee Titans,Gary Kubiak,Mike Munchak,4-0,1-3,retractable roof (closed),grass ,Houston Texans -13.5,45.0 (over),Matt Schaub,Arian Foster,Kevin Walter,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Derek Newton,,,,,Brooks Reed,,Connor Barwin,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,Jake Locker,Chris Johnson,,Nate Washington,Taylor Thompson,Michael Roos,Steve Hutchinson,Fernando Velasco,Leroy Harris,David Stewart,Sen'Derrick Marks,,Akeem Ayers,Will Witherspoon,Zach Brown,,,,Michael Griffin,Jordan Babineaux,Derrick Morgan,,,,,James Casey,Shaun Cody,,,,,,Antonio Smith,Bradie James,Alterraun Verner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2012,September 30,4,Atlanta Falcons,Carolina Panthers,Mike Smith,Ron Rivera,4-0,1-3,dome,fieldturf ,Atlanta Falcons -7.0,48.0 (over),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Garrett Reynolds,Tyson Clabo,Ray Edwards,,,John Abraham,,Akeem Dent,,,,,,Cam Newton,DeAngelo Williams,,Brandon LaFell,Greg Olsen,Jordan Gross,Amini Silatolu,Ryan Kalil,Geoff Hangartner,Byron Bell,Dwan Edwards,Ron Edwards,James Anderson,Jon Beason,Luke Kuechly,,Chris Gamble,Josh Norman,Charles Godfrey,Haruki Nakamura,,,,,Peria Jerry,Jason Snelling,,Greg Hardy,,Charles Johnson,,,,,,,,,,,Dunta Robinson,,,Sean Weatherspoon,William Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
