,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeOLB,homeMLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayLILB,awayRILB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayILB,awayNT,awayOLB,homeDT,homeFB,homeNT,homeSLB,homeWLB,awayMLB,awaySLB,awayWLB,homeDB,homeHB,homeLLB,homeRLB,homeLOT,homeROT,awayHB,awayUT,awayROLB,awayX,awayZ,awayLLB,awayRLB,awaySAM,awayWILL,awayDB,awayDT,awayS,homeCB,homeDE,homeBLB,homeLOLB,homeROLB,awayDE,homeZ,homeLILB,homeRILB,awayLOT,awayROT,homeILB,awayCB,awayBLB,homeUT,homeSAM,homeWIL,homeX,awayFL,awaySE,homeLB,homeFL,homeSE,homeS,awayWIL,awayLB,awayE,awayT,homeDL
22,September 15,2,2002,83,Atlanta Falcons,Chicago Bears,13,14,Dan Reeves,Dick Jauron,0-2,2-0,dome,astroturf,Atlanta Falcons -2.5,45.0 (under),Michael Vick,Warrick Dunn,Brian Finneran,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Roberto Garza,Todd Weiner,Patrick Kerney,,,Brady Smith,Johndale Carty,,Keion Carpenter,Juran Bolden,,Gerald McBurrows,Jim Miller,Anthony Thomas,Marty Booker,Fred Baxter,Bernard Robertson,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Ted Washington,Keith Traylor,Keith McKenzie,,,,Todd McMillon,Jerry Azumah,Michael Green,Mike Brown,13,19,31-106-1,30-122-0,12-24-143-1-1,17-28-166-1-0,1-7,4-31,136,135,242,257,2-1,3-3,2,3,7-79,5-40,4-13,5-13,0-0,0-0,28:35,31:25,,,,,,T.J. Duckett,Ed Jasper,,,Brian Urlacher,Rosevelt Colvin,Warrick Holdman,,,,,,,,,,,,,,,,,,,Ashley Ambrose,,,,,,,,,,,Keith Brooking,,,,,,,,,,,,,,,,,
23,September 15,2,2002,83,New Orleans Saints,Green Bay Packers,35,20,Jim Haslett,Mike Sherman,2-0,1-1,dome,astroturf,Green Bay Packers -2.5,45.5 (over),Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Willie Whitehead,,,Darren Howard,Darrin Smith,Charlie Clemons,Michael Hawthorne,Ken Irvin,Sammy Knight,Jay Bellamy,Brett Favre,Ahman Green,Donald Driver,Bubba Franks,Chad Clifton,Mike Wahle,Frank Winters,Marco Rivera,Mark Tauscher,Vonnie Holliday,,,Joe Johnson,,,,Mike McKenzie,Tyrone Williams,Antuan Edwards,Darren Sharper,18,16,21-95-0,28-146-2,29-44-270-2-1,16-28-217-2-2,1-8,1-6,262,211,357,357,3-3,2-0,4,2,7-73,9-59,3-13,7-12,0-2,0-0,30:26,29:34,William Henderson,,Rod Walker,,Grady Jackson,Terrelle Smith,,,,Hardy Nickerson,Na'il Diggs,Nate Wayne,,,,,,,,,,,,,,,,,Cletidus Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,September 15,2,2002,83,Carolina Panthers,Detroit Lions,31,7,John Fox,Marty Mornhinweg,2-0,0-2,outdoors,grass,Carolina Panthers -3.0,35.5 (over),Rodney Peete,Lamar Smith,Steve Smith,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Chris Terry,Julius Peppers,Brentson Buckner,Kris Jenkins,Mike Rucker,,Dan Morgan,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,Mike McMahon,,Bill Schroeder,John Owens,Jeff Backus,Tony Semple,Dominic Raiola,Ray Brown,Kerlin Blaise,Robert Porcher,Luther Elliss,Shaun Rogers,James Hall,,,,Eric Davis,Todd Lyght,Corey Harris,Brian Walker,12,20,22-73-1,30-75-2,12-30-106-0-2,21-33-310-1-0,6-57,0-0,49,310,122,385,2-1,1-0,3,0,11-100,4-55,1-15,3-14,0-0,0-0,26:17,33:43,Cory Schlesinger,,,,,,,Mark Fields,Hannibal Navies,Chris Claiborne,Brian Williams,Barrett Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,September 15,2,2002,83,St. Louis Rams,New York Giants,21,26,Mike Martz,Jim Fassel,0-2,1-1,dome,astroturf,St. Louis Rams -12.0,46.0 (over),Kurt Warner,Marshall Faulk,Yo Murphy,,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,John St. Clair,Leonard Little,Brian Young,Jeff Zgonina,Grant Wistrom,,Jamie Duncan,Aeneas Williams,Dre' Bly,Adam Archuleta,Kim Herring,Kerry Collins,Ron Dayne,Ike Hilliard,Dan Campbell,Luke Petitgout,Rich Seubert,Chris Bober,Jason Whittle,Mike Rosenthal,Michael Strahan,Cornelius Griffin,Keith Hamilton,Kenny Holmes,,,,Will Allen,Will Peterson,Shaun Williams,Omar Stoutmire,16,18,38-103-0,17-92-2,22-26-307-1-1,26-39-266-1-2,2-16,1-6,291,260,394,352,0-0,2-2,1,4,4-30,8-40,6-15,3-9,0-0,0-1,35:01,24:59,,,,,,,,Robert Thomas,Tommy Polley,Micheal Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Sehorn,,,,,,,,,,,,,,,,
26,September 15,2,2002,83,San Francisco 49ers,Denver Broncos,14,24,Steve Mariucci,Mike Shanahan,1-1,2-0,outdoors,grass,San Francisco 49ers -3.5,44.0 (under),Jeff Garcia,Garrison Hearst,J.J. Stokes,Eric Johnson,Derrick Deese,Dave Fiore,Jeremy Newberry,Ron Stone,Scott Gragg,Chike Okeafor,Bryant Young,Dana Stubblefield,Andre Carter,,,Ahmed Plummer,Jason Webster,Tony Parrish,Zack Bronson,Brian Griese,Olandis Gary,Ed McCaffrey,Shannon Sharpe,Ephraim Salaam,Ben Hamilton,Tom Nalen,Dan Neil,Matt Lepsis,Trevor Pryce,Lional Dalton,Chester McGlockton,Kavika Pittman,,,,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Izell Reese,21,18,35-201-1,20-71-1,14-19-119-2-0,27-36-205-1-1,4-21,2-15,98,190,299,261,1-1,2-1,1,2,3-30,10-114,5-10,8-13,0-0,0-0,30:33,29:27,Mike Anderson,,,,,,,,,Al Wilson,John Mobley,Ian Gold,,,,,,,,,,,,,,,,,,,,,,Julian Peterson,,,,Derek Smith,Jamie Winborn,,,,,,,,,,,,,,,,,,,,
27,September 15,2,2002,83,Seattle Seahawks,Arizona Cardinals,13,24,Mike Holmgren,Dave McGinnis,0-2,1-1,outdoors,fieldturf,Seattle Seahawks -4.0,40.5 (under),Trent Dilfer,Shaun Alexander,Darrell Jackson,Itula Mili,Floyd Womack,Steve Hutchinson,Robbie Tobeck,Chris Gray,Jerry Wunsch,Lamar King,Chad Eaton,Brandon Mitchell,Antonio Cochran,Chad Brown,Isaiah Kacyvenski,Shawn Springs,Ken Lucas,Reggie Tongue,Marcus Robertson,Jake Plummer,Thomas Jones,Frank Sanders,Freddie Jones,L.J. Shelton,Pete Kendall,Mike Gruttadauria,Chris Dishman,Leonard Davis,Fred Wakefield,Russell Davis,Marcus Bell,Kyle Vanden Bosch,,,,Duane Starks,David Barrett,Adrian Wilson,Kwamie Lassiter,19,26,35-249-1,29-81-0,10-22-107-1-1,29-47-352-1-0,2-9,1-7,98,345,347,426,2-0,2-1,1,1,7-42,7-35,6-13,4-13,0-0,0-3,29:00,31:00,,,,,,,,,,Ronald McKinnon,,,,,,,,,Steve Bush,,,,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,September 15,2,2002,83,San Diego Chargers,Houston Texans,24,3,Marty Schottenheimer,Dom Capers,2-0,1-1,outdoors,grass,San Diego Chargers -13.5,34.0 (under),Drew Brees,LaDainian Tomlinson,Tim Dwight,Stephen Alexander,Damion McIntosh,Bob Hallen,Cory Raymer,Michael Keathley,Vaughn Parker,Marcellus Wiley,Jamal Williams,Jason Fisk,Raylee Johnson,,Donnie Edwards,Alex Molden,Ryan McNeil,Vernon Fox,Rogers Beckett,David Carr,James Allen,Corey Bradford,Rod Rutledge,Chester Pitts,DeMingo Graham,Steve McKinney,Fred Weary,Jimmy Herndon,Gary Walker,,,Jerry DeLoach,Kailee Wong,,,Aaron Glenn,Marcus Coleman,Eric Brown,Matt Stevens,7,16,25-89-0,35-124-1,6-25-87-0-2,15-28-163-1-1,9-58,2-20,29,143,118,267,2-1,1-0,3,1,12-73,4-35,1-14,4-14,1-2,0-0,27:36,32:24,Jarrod Baxter,,Seth Payne,,,Fred McCrary,,Ben Leber,Junior Seau,Jamie Sharper,,,,,,,,,,,Jeff Posey,,,,,,,,,,,,,,,,,,,,,,,Jay Foreman,,,,,,,,,,,,,,,
29,September 15,2,2002,83,Minnesota Vikings,Buffalo Bills,39,45,Mike Tice,Gregg Williams,0-2,1-1,dome,astroturf,Minnesota Vikings -3.5,49.0 (over),Daunte Culpepper,Michael Bennett,D'Wayne Bates,Jim Kleinsasser,Everett Lindsay,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Kenny Mixon,,,Lance Johnstone,,Greg Biekert,Corey Chavous,Tyrone Carter,Willie Offord,Ronnie Bradford,Drew Bledsoe,,Eric Moulds,Jay Riemersma,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Mike Williams,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,,,Antoine Winfield,Nate Clements,Coy Wire,Pierson Prioleau,26,31,14-31-0,39-213-2,35-49-463-3-0,25-46-281-3-0,3-26,5-45,437,236,468,449,2-0,5-3,0,3,6-65,8-65,4-12,7-16,0-0,3-3,30:23,39:49,Larry Centers,,,,,,Fred Robbins,Lemanski Hall,Henri Crockett,,,,,,,,,,Travis Henry,,,,,London Fletcher,Eddie Robinson,,,Chris Watson,,,,,,,,,,,,,,,,,Chris Hovan,,,,,,,,,,,,,,
30,September 15,2,2002,83,Pittsburgh Steelers,Oakland Raiders,17,30,Bill Cowher,Bill Callahan,0-2,2-0,outdoors,grass,Pittsburgh Steelers -4.0,39.5 (over),Kordell Stewart,Jerome Bettis,Hines Ward,Mark Bruener,Wayne Gandy,Alan Faneca,Jeff Hartings,Kendall Simmons,Marvel Smith,,,,,,,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Rich Gannon,Charlie Garner,Tim Brown,Roland Williams,Barry Sims,Matt Stinchcomb,Barret Robbins,Frank Middleton,Lincoln Kennedy,,,,,,,,,,Derrick Gibson,Rod Woodson,27,14,17-95-1,18-72-0,43-65-403-1-2,18-34-201-2-1,5-34,0-0,369,201,464,273,1-0,4-4,2,5,7-69,6-57,12-20,4-10,0-0,0-0,39:34,20:26,,,,Eric Barton,,Dan Kreider,Casey Hampton,,,Napoleon Harris,,,,,,,,,,,,,,,,,,,John Parrella,,,Aaron Smith,,Jason Gildon,Joey Porter,DeLawrence Grant,,James Farrior,Larry Foote,,,,Tory James,,,,,,,,,,,,,,,,
31,September 16,2,2002,83,Washington Redskins,Philadelphia Eagles,7,37,Steve Spurrier,Andy Reid,1-1,1-1,outdoors,grass,Philadelphia Eagles -3.0,44.0 (push),Shane Matthews,Stephen Davis,Derrius Thompson,Zeron Flemister,Chris Samuels,David Loverne,Larry Moore,Brendan Stai,Jon Jansen,Renaldo Wynn,Dan Wilkinson,Carl Powell,Bruce Smith,,Jeremiah Trotter,Champ Bailey,Fred Smoot,Sam Shade,David Terrell,Donovan McNabb,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,Doug Brzezinski,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,,,Troy Vincent,Bobby Taylor,Blaine Bishop,Brian Dawkins,22,11,28-168-2,18-89-0,26-38-292-2-0,16-31-119-0-2,2-9,4-29,283,90,451,179,0-0,1-1,0,3,4-30,7-55,7-15,3-12,0-1,1-2,35:23,24:37,Brian Westbrook,,,,,Bryan Johnson,,LaVar Arrington,Jessie Armstead,Levon Kirkland,,,,,,,,,,,,,,,,Carlos Emmons,Shawn Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,September 22,3,2002,83,Minnesota Vikings,Carolina Panthers,14,21,Mike Tice,John Fox,0-3,3-0,dome,astroturf,Minnesota Vikings -6.5,44.5 (under),Daunte Culpepper,Michael Bennett,D'Wayne Bates,Hunter Goodwin,Lewis Kelly,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Kenny Mixon,,,Lance Johnstone,,Greg Biekert,Corey Chavous,Tyrone Carter,Willie Offord,Ronnie Bradford,Rodney Peete,Lamar Smith,Muhsin Muhammad,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Chris Terry,Julius Peppers,Brentson Buckner,Kris Jenkins,Mike Rucker,,,,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,20,13,33-164-2,18-73-1,20-30-221-1-2,19-30-191-1-4,3-15,5-14,206,177,370,250,0-0,4-1,2,5,6-41,6-55,6-15,2-10,0-0,0-1,35:24,24:36,Brad Hoover,,,,,,Fred Robbins,Lemanski Hall,Henri Crockett,Dan Morgan,Mark Fields,,,,,,,,,,,,,,,,,Emmanuel McDaniel,,,,,,,,,,,,,,,,,Chris Hovan,,,,,,,,,,,,,,
33,September 22,3,2002,83,Houston Texans,Indianapolis Colts,3,23,Dom Capers,Tony Dungy,1-2,2-1,retractable roof (open),grass,Indianapolis Colts -10.5,38.0 (under),David Carr,James Allen,Corey Bradford,Rod Rutledge,Chester Pitts,DeMingo Graham,Steve McKinney,Fred Weary,Jimmy Herndon,Gary Walker,,,Jerry DeLoach,,Jamie Sharper,Aaron Glenn,Marcus Coleman,Eric Brown,Matt Stevens,Peyton Manning,Edgerrin James,Marvin Harrison,Marcus Pollard,Tarik Glenn,Rick DeMulling,Jeff Saturday,Ryan Diem,Adam Meadows,Raheem Brock,Brad Scioli,Larry Tripplett,Chad Bratzke,,,,Walt Harris,David Macklin,Cory Bird,Idrees Bashir,16,10,27-88-0,30-126-0,21-28-272-2-0,12-22-99-0-1,3-21,4-21,251,78,339,204,2-2,1-1,2,2,4-45,9-67,6-13,3-13,0-0,0-0,31:11,28:49,,,,,,Jarrod Baxter,Seth Payne,,,Rob Morris,,,,,,,,,,,,,,Mike Peterson,Marcus Washington,,,,,,,,Jay Foreman,Kailee Wong,Jeff Posey,,,,,,,,,,,,,,,,,,,,,,,,
34,September 22,3,2002,83,Miami Dolphins,New York Jets,30,3,Dave Wannstedt,Herm Edwards,3-0,1-2,outdoors,grass,Miami Dolphins -6.0,40.5 (under),Jay Fiedler,Ricky Williams,Chris Chambers,Randy McMichael,Mark Dixon,Jamie Nails,Tim Ruddy,Todd Perry,Todd Wade,Adewale Ogunleye,Tim Bowens,Larry Chester,Jason Taylor,,Zach Thomas,Jamar Fletcher,Sam Madison,Arturo Freeman,Brock Marion,Vinny Testaverde,Curtis Martin,Laveranues Coles,Anthony Becht,Jason Fabini,J.P. Machado,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,Jason Ferguson,John Abraham,,,,Donnie Abraham,Aaron Beasley,Sam Garnes,Jon McGraw,13,21,22-58-0,35-211-2,16-28-157-0-3,16-30-185-1-0,3-26,1-2,131,183,189,394,1-1,1-0,4,0,7-55,7-55,3-12,6-14,1-1,0-0,27:08,32:52,,,,,,Rob Konrad,,Shawn Wooden,Derrick Rodgers,Marvin Jones,,,,,,,,,,,,,,Mo Lewis,Sam Cowart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,September 22,3,2002,83,Philadelphia Eagles,Dallas Cowboys,44,13,Andy Reid,Dave Campo,2-1,1-2,outdoors,fieldturf,Philadelphia Eagles -10.0,36.5 (over),Donovan McNabb,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,Doug Brzezinski,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,Levon Kirkland,Troy Vincent,Bobby Taylor,Blaine Bishop,Brian Dawkins,Quincy Carter,Emmitt Smith,Antonio Bryant,Tony McGee,Flozell Adams,Matt Lehr,Andre Gurode,Kelvin Garmon,Solomon Page,Greg Ellis,,,Ebenezer Ekuban,,,,Duane Hawthorne,Mario Edwards,Darren Woodson,,18,26,27-121-0,26-153-1,21-35-201-0-1,26-40-309-4-0,3-18,3-15,183,294,304,447,3-3,4-2,4,2,7-92,3-25,4-13,3-10,0-0,1-1,30:52,29:08,Robert Thomas,,Brandon Noble,,,Cecil Martin,,,,Keith Adams,Kevin Hardy,Dexter Coakley,,,,,,,,,,,,,,,,,La'Roi Glover,,,,,,,,,,,,,,,,,Carlos Emmons,Shawn Barber,,,,,,,,,,,,
36,September 22,3,2002,83,New England Patriots,Kansas City Chiefs,41,38,Bill Belichick,Dick Vermeil,3-0,1-2,outdoors,grass,New England Patriots -8.5,43.5 (over),Tom Brady,,Deion Branch,Daniel Graham,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Kenyatta Jones,Bobby Hamilton,,,Anthony Pleasant,Willie McGinest,Ted Johnson,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,Trent Green,Priest Holmes,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Gary Stills,John Browning,,Duane Clemons,Lewis Bush,,,Eric Warfield,William Bartee,Greg Wesley,Jason Belser,21,27,34-221-2,20-97-1,16-25-149-3-2,39-55-410-4-1,3-21,4-11,128,399,349,496,1-1,2-0,3,1,1-5,12-100,6-11,8-17,0-0,0-0,27:01,37:39,Tony Richardson,,Derrick Ransom,,Richard Seymour,,,,,Glenn Cadrez,,,,,,,,,,,Mike Maslowski,,Johnnie Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,September 22,3,2002,83,Tennessee Titans,Cleveland Browns,28,31,Jeff Fisher,Butch Davis,1-2,2-1,outdoors,grass,Tennessee Titans -4.5,40.5 (over),Steve McNair,Eddie George,Derrick Mason,Frank Wycheck,Brad Hopkins,Zach Piller,Gennaro DiNapoli,Benji Olson,Fred Miller,Kevin Carter,John Thornton,Henry Ford,Carlos Hall,,Frank Chamberlin,Andre Dyson,Samari Rolle,Tank Williams,Lance Schulters,Tim Couch,Jamel White,Kevin Johnson,Mark Campbell,Ross Verba,Barry Stokes,Shaun O'Hara,Paul Zukauskas,Roger Chanoine,Kenard Lang,Gerard Warren,Orpheus Roye,Courtney Brown,,,,Corey Fuller,Daylon McCutcheon,Robert Griffith,Devin Bush Sr.,26,13,20-92-0,34-86-1,36-50-326-3-1,15-23-107-2-0,3-15,1-6,311,101,403,187,4-3,1-0,4,0,7-57,13-96,8-15,3-13,0-0,1-1,31:02,33:11,,,,,,Greg Comella,,,,Earl Holmes,Darren Hambrick,Dwayne Rudd,Donald Mitchell,,,Keith Bulluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,September 22,3,2002,83,Chicago Bears,New Orleans Saints,23,29,Dick Jauron,Jim Haslett,2-1,3-0,outdoors,astroplay,New Orleans Saints -2.0,40.5 (over),Jim Miller,Anthony Thomas,Dez White,Fred Baxter,Bernard Robertson,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Keith McKenzie,Alfonso Boone,Keith Traylor,Bryan Robinson,,Brian Urlacher,Reggie Austin,Jerry Azumah,Michael Green,Mike Brown,Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Willie Whitehead,Norman Hand,Grady Jackson,Darren Howard,,,,Michael Hawthorne,Ken Irvin,Sammy Knight,Jay Bellamy,18,21,24-73-1,30-125-0,22-34-233-3-1,26-40-236-2-1,1-4,1-8,229,228,302,353,3-2,2-1,3,2,10-91,7-49,4-12,6-15,0-0,1-1,26:01,33:59,Terrelle Smith,,,Darrin Smith,,,,Rosevelt Colvin,Warrick Holdman,Charlie Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,September 22,3,2002,83,Arizona Cardinals,San Diego Chargers,15,23,Dave McGinnis,Marty Schottenheimer,1-2,3-0,outdoors,grass,San Diego Chargers -2.5,39.0 (under),Jake Plummer,Thomas Jones,Frank Sanders,Freddie Jones,L.J. Shelton,Pete Kendall,Mike Gruttadauria,Chris Dishman,Leonard Davis,Fred Wakefield,Russell Davis,Marcus Bell,Kyle Vanden Bosch,,Ronald McKinnon,Duane Starks,David Barrett,Adrian Wilson,Kwamie Lassiter,Drew Brees,LaDainian Tomlinson,Tim Dwight,Stephen Alexander,Damion McIntosh,Bob Hallen,Cory Raymer,Michael Keathley,Vaughn Parker,Marcellus Wiley,Jamal Williams,Jason Fisk,Raylee Johnson,,,,Alex Molden,Ryan McNeil,Vernon Fox,Rogers Beckett,19,15,34-125-2,21-97-0,17-31-181-0-1,16-36-229-2-2,2-17,3-29,164,200,289,297,0-0,1-1,1,3,8-80,2-25,7-15,7-16,0-0,0-1,34:17,25:43,Fred McCrary,,,,,,,,,Donnie Edwards,Ben Leber,Junior Seau,,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,September 22,3,2002,83,Denver Broncos,Buffalo Bills,28,23,Mike Shanahan,Gregg Williams,3-0,1-2,outdoors,grass,Denver Broncos -7.5,47.0 (over),Brian Griese,,Ed McCaffrey,Shannon Sharpe,Ephraim Salaam,Ben Hamilton,Tom Nalen,Dan Neil,Matt Lepsis,Trevor Pryce,Lional Dalton,Chester McGlockton,Kavika Pittman,,Al Wilson,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Izell Reese,Drew Bledsoe,,Eric Moulds,Dave Moore,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Mike Williams,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,,,Antoine Winfield,Nate Clements,Coy Wire,Pierson Prioleau,17,22,14-39-1,32-163-1,27-41-283-2-0,19-31-211-2-0,4-31,4-32,252,179,291,342,1-1,1-0,1,0,10-82,9-64,6-14,3-13,0-0,1-2,27:13,32:47,,,,,,Mike Anderson,,John Mobley,Ian Gold,London Fletcher,Keith Newman,Eddie Robinson,,,,,,,Travis Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,September 22,3,2002,83,New York Giants,Seattle Seahawks,9,6,Jim Fassel,Mike Holmgren,2-1,0-3,outdoors,grass,New York Giants -5.5,39.0 (under),Kerry Collins,Tiki Barber,Amani Toomer,Jeremy Shockey,Luke Petitgout,Rich Seubert,Chris Bober,Jason Whittle,Mike Rosenthal,Michael Strahan,Cornelius Griffin,Keith Hamilton,Kenny Holmes,Brandon Short,Micheal Barrow,Will Allen,Will Peterson,Shaun Williams,Omar Stoutmire,Trent Dilfer,Shaun Alexander,Darrell Jackson,Itula Mili,Floyd Womack,Steve Hutchinson,Robbie Tobeck,Chris Gray,Walter Jones,Lamar King,Chad Eaton,Rocky Bernard,Antonio Cochran,,,,Shawn Springs,Ken Lucas,Reggie Tongue,Marcus Robertson,7,21,18-40-0,35-94-0,16-25-118-0-1,23-38-282-0-0,2-13,3-25,105,257,145,351,0-0,1-0,1,0,6-37,3-24,4-12,8-18,0-0,0-1,23:10,36:50,Mack Strong,,,Marcus Bell,,,,,,Isaiah Kacyvenski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,September 22,3,2002,83,San Francisco 49ers,Washington Redskins,20,10,Steve Mariucci,Steve Spurrier,2-1,1-2,outdoors,grass,San Francisco 49ers -10.0,44.0 (under),Jeff Garcia,Garrison Hearst,J.J. Stokes,,Derrick Deese,Dave Fiore,Jeremy Newberry,Ron Stone,Scott Gragg,Chike Okeafor,Bryant Young,Dana Stubblefield,Andre Carter,,,Ahmed Plummer,Jason Webster,Tony Parrish,Zack Bronson,Shane Matthews,Stephen Davis,Derrius Thompson,Zeron Flemister,Chris Samuels,David Loverne,Larry Moore,Brendan Stai,Jon Jansen,Renaldo Wynn,,,Bruce Smith,,,,Champ Bailey,Fred Smoot,Ifeanyi Ohalete,David Terrell,12,22,16-57-0,41-252-2,18-30-183-1-1,15-28-125-0-1,3-23,2-11,160,114,217,366,3-2,0-0,3,1,4-35,5-50,4-12,6-14,0-0,0-0,24:05,35:55,Bryan Johnson,,Daryl Gardener,,,Fred Beasley,,,,Jeremiah Trotter,LaVar Arrington,Jessie Armstead,,,,,,,,,,,,,,,,,,,,,,Julian Peterson,,,,Derek Smith,Jamie Winborn,,,,Darrell Green,,,,,,,,,,,,,,,,
43,September 22,3,2002,83,Detroit Lions,Green Bay Packers,31,37,Marty Mornhinweg,Mike Sherman,0-3,2-1,dome,fieldturf,Green Bay Packers -7.5,44.0 (over),Joey Harrington,,Az-Zahir Hakim,John Owens,Jeff Backus,Tony Semple,Dominic Raiola,Ray Brown,Stockar McDougle,Robert Porcher,Luther Elliss,Kelvin Pritchett,James Hall,,Chris Claiborne,Chris Cash,Todd Lyght,Corey Harris,Brian Walker,Brett Favre,Rondell Mealey,Terry Glenn,Bubba Franks,Chad Clifton,Mike Wahle,Frank Winters,Marco Rivera,Earl Dotson,Vonnie Holliday,,,Joe Johnson,,,,Mike McKenzie,Tyrone Williams,Antuan Edwards,Darren Sharper,22,14,31-95-0,21-95-1,31-47-357-3-1,15-35-182-2-4,1-10,1-6,347,176,442,271,3-2,1-1,3,5,12-88,4-24,12-21,3-13,0-0,0-0,38:54,21:06,William Henderson,,Gilbert Brown,,,Cory Schlesinger,,Brian Williams,Barrett Green,Hardy Nickerson,Na'il Diggs,Nate Wayne,,James Stewart,,,,,,,,,,,,,,,Cletidus Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
